word,side,affix,root,root_free,method,zipf,freq,comp
overprint,prefix,over,print,True,family,1.92,8.32e-08,0.301651269197464
declaration,suffix,ion,declare,True,family,4.1,1.26e-05,0.3016887307167053
graphic,suffix,ic,graph,True,family,4.23,1.7e-05,0.3017210364341736
funeral,suffix,al,funer,False,family,4.37,2.34e-05,0.3017788231372833
grievance,suffix,ance,grieve,True,family,3.15,1.41e-06,0.3017820417881012
nervy,suffix,y,nerve,True,family,2.25,1.78e-07,0.30179256200790405
mutually,suffix,y,mutual,True,family,3.68,4.79e-06,0.3019227087497711
undisturbed,prefix,un,disturb,True,family,2.99,9.77e-07,0.3019340932369232
grayer,suffix,er,gray,True,freeroot,1.95,8.91e-08,0.3019556403160095
shaggy,suffix,y,shag,True,freeroot,3.18,1.51e-06,0.3019958734512329
celerity,suffix,ity,celer,True,freeroot,1.96,9.12e-08,0.3020261824131012
dipole,prefix,di,pole,True,family,2.81,6.46e-07,0.302046000957489
dearness,suffix,ness,dear,True,family,1.63,4.27e-08,0.3021201193332672
impetuously,suffix,ly,impetuous,True,family,1.67,4.68e-08,0.30218571424484253
careless,suffix,less,care,True,family,3.6,3.98e-06,0.30219531059265137
extirpation,suffix,ion,extirpate,True,freeroot,1.89,7.76e-08,0.302286297082901
sinner,suffix,er,sin,True,family,3.39,2.45e-06,0.3023373484611511
rarefied,suffix,ify,rare,True,family,2.46,2.88e-07,0.3024890720844269
trainee,suffix,ee,train,True,family,3.43,2.69e-06,0.302537739276886
bardic,suffix,ic,bard,True,freeroot,2.05,1.12e-07,0.30257007479667664
wretchedness,suffix,ness,wretch,True,family,2.0,1e-07,0.30265703797340393
cashier,suffix,er,cash,True,freeroot,3.57,3.72e-06,0.3027763068675995
succulence,suffix,ance,succul,False,family,1.52,3.31e-08,0.3028346002101898
groovy,suffix,y,groove,True,family,3.11,1.29e-06,0.30287957191467285
roguish,suffix,ish,rogue,True,freeroot,2.13,1.35e-07,0.3029877245426178
preview,prefix,pre,view,True,family,3.96,9.12e-06,0.3031039237976074
pettiness,suffix,ness,petty,True,freeroot,2.55,3.55e-07,0.3031437397003174
palest,suffix,est,pale,True,family,1.97,9.33e-08,0.3032069802284241
hydrolyzed,suffix,ize,hydro,True,family,2.38,2.4e-07,0.30322983860969543
entrance,suffix,ance,enter,True,family,4.39,2.45e-05,0.3033629357814789
unnamed,prefix,un,name,True,family,3.57,3.72e-06,0.3033658266067505
vandalism,suffix,ism,vandal,True,family,3.33,2.14e-06,0.3033866882324219
episodic,suffix,ic,episode,True,freeroot,3.0,1e-06,0.3034144639968872
classify,suffix,ify,class,True,family,3.39,2.45e-06,0.3034447729587555
gambler,suffix,er,gamble,True,freeroot,3.15,1.41e-06,0.3034649193286896
section,suffix,ion,sect,True,family,5.0,0.0001,0.30347174406051636
compilation,suffix,ion,compile,True,family,3.85,7.08e-06,0.3034893274307251
laundress,suffix,ess,launder,True,family,2.01,1.02e-07,0.30354276299476624
stuffy,suffix,y,stuff,True,family,3.03,1.07e-06,0.30370044708251953
vocational,suffix,al,vocation,True,freeroot,3.65,4.47e-06,0.3037075698375702
upstage,prefix,up,stage,True,family,2.35,2.24e-07,0.3037135899066925
scorcher,suffix,er,scorch,True,freeroot,2.34,2.19e-07,0.30375075340270996
lethargy,suffix,y,letharg,False,family,2.69,4.9e-07,0.3038036525249481
jovially,suffix,y,jovial,True,family,1.8,6.31e-08,0.30392584204673767
legionary,suffix,ory,legion,True,freeroot,2.04,1.1e-07,0.30399173498153687
oversell,prefix,over,sell,True,family,2.04,1.1e-07,0.30401918292045593
observer,suffix,er,observe,True,family,3.91,8.13e-06,0.30411550402641296
foresee,prefix,fore,see,True,family,3.18,1.51e-06,0.30413514375686646
catechist,suffix,ist,catech,False,family,1.87,7.41e-08,0.30413851141929626
merciful,suffix,ful,mercy,True,family,3.27,1.86e-06,0.30414074659347534
plodder,suffix,er,plod,True,freeroot,1.52,3.31e-08,0.30440443754196167
standardize,suffix,ize,standard,True,family,2.72,5.25e-07,0.3044457733631134
brisker,suffix,er,brisk,True,family,1.74,5.5e-08,0.30449289083480835
superlatively,suffix,ly,superlative,True,freeroot,1.67,4.68e-08,0.3045559823513031
protuberant,suffix,ant,protuber,False,family,1.57,3.72e-08,0.3048723340034485
detraction,suffix,ion,detract,True,family,1.62,4.17e-08,0.30497732758522034
disfranchised,prefix,dis,franchise,True,family,1.72,5.25e-08,0.3050006926059723
patronage,suffix,age,patron,True,family,3.45,2.82e-06,0.3050791025161743
mossy,suffix,y,moss,True,freeroot,2.64,4.37e-07,0.30508244037628174
ruminate,suffix,ate,rumin,False,family,2.17,1.48e-07,0.30508607625961304
sweaty,suffix,y,sweat,True,family,3.56,3.63e-06,0.3051707446575165
righteous,suffix,ious,right,True,family,3.8,6.31e-06,0.30525609850883484
twofold,suffix,fold,two,True,family,2.84,6.92e-07,0.3053286373615265
placidly,suffix,ly,placid,True,freeroot,1.8,6.31e-08,0.3054153025150299
crossbeam,prefix,cross,beam,True,freeroot,1.56,3.63e-08,0.3054519295692444
suggestive,suffix,ive,suggest,True,family,3.21,1.62e-06,0.3054525852203369
defensible,suffix,able,defense,True,family,2.81,6.46e-07,0.3055441081523895
assignment,suffix,ment,assign,True,family,4.18,1.51e-05,0.30565789341926575
determinate,suffix,ate,determine,True,family,2.33,2.14e-07,0.3058415353298187
majestic,suffix,ic,majest,False,family,3.57,3.72e-06,0.3059646785259247
aquaria,suffix,ia,aqua,True,family,2.47,2.95e-07,0.3061048686504364
insolently,suffix,ly,insolent,True,freeroot,1.63,4.27e-08,0.30611053109169006
nimbly,suffix,y,nimble,True,family,2.22,1.66e-07,0.30612629652023315
sinless,suffix,less,sin,True,family,2.26,1.82e-07,0.30613085627555847
roundness,suffix,ness,round,True,family,2.18,1.51e-07,0.30628809332847595
paler,suffix,er,pale,True,family,2.87,7.41e-07,0.306339293718338
appellate,suffix,ate,appell,True,family,3.34,2.19e-06,0.30638909339904785
idleness,suffix,ness,idle,True,family,2.48,3.02e-07,0.3063949942588806
ritually,suffix,y,ritual,True,family,2.4,2.51e-07,0.3064422905445099
quintet,suffix,et,quint,True,freeroot,2.85,7.08e-07,0.30656513571739197
belated,prefix,be,late,True,family,3.02,1.05e-06,0.30686870217323303
midpoint,prefix,mid,point,True,family,2.85,7.08e-07,0.30696752667427063
frankie,suffix,ie,frank,True,family,3.65,4.47e-06,0.3070237636566162
coverlet,suffix,let,cover,True,family,1.82,6.61e-08,0.30706220865249634
improvement,suffix,ment,improve,True,family,4.49,3.09e-05,0.30710625648498535
fortify,suffix,ify,fort,True,family,2.9,7.94e-07,0.3071405589580536
steadily,suffix,ly,steady,True,family,3.84,6.92e-06,0.30715212225914
lewdness,suffix,ness,lewd,True,family,2.11,1.29e-07,0.30717477202415466
joviality,suffix,ity,jovial,True,family,1.62,4.17e-08,0.3072625994682312
nursery,suffix,ory,nurse,True,freeroot,3.89,7.76e-06,0.30735135078430176
punctuation,suffix,ion,punctuate,True,freeroot,3.29,1.95e-06,0.3075188100337982
contractual,suffix,al,contract,True,family,3.43,2.69e-06,0.30760905146598816
crossroad,prefix,cross,road,True,family,2.48,3.02e-07,0.30761265754699707
wickedly,suffix,ly,wicked,True,family,2.56,3.63e-07,0.3076569736003876
mourner,suffix,er,mourn,True,family,2.25,1.78e-07,0.30771270394325256
foulness,suffix,ness,foul,True,family,1.86,7.24e-08,0.3077835738658905
marvelous,suffix,ious,marvel,True,freeroot,3.53,3.39e-06,0.3077866733074188
depravity,suffix,ity,deprave,False,family,2.86,7.24e-07,0.3077967166900635
consequently,suffix,ly,consequent,True,freeroot,3.94,8.71e-06,0.30780741572380066
ionize,suffix,ize,ion,True,family,1.92,8.32e-08,0.3078823387622833
preset,prefix,pre,set,True,family,2.94,8.71e-07,0.3080500662326813
brassy,suffix,y,brass,True,freeroot,2.37,2.34e-07,0.3081020414829254
informal,prefix,im,formal,True,family,3.87,7.41e-06,0.3081094026565552
roundish,suffix,ish,round,True,family,2.05,1.12e-07,0.3081896901130676
redouble,prefix,re,double,True,family,2.26,1.82e-07,0.3082026541233063
lower,suffix,er,low,True,family,5.11,0.000129,0.3082173764705658
heredity,suffix,ity,herit,False,family,2.57,3.72e-07,0.3083535432815552
dewy,suffix,y,dew,True,freeroot,2.64,4.37e-07,0.3083740472793579
inhabit,prefix,in,habit,True,family,3.33,2.14e-06,0.3084094226360321
unfit,prefix,un,fit,True,family,3.52,3.31e-06,0.3084290027618408
tiresome,suffix,some,tire,True,family,3.08,1.2e-06,0.3085227310657501
stinky,suffix,y,stink,True,family,3.12,1.32e-06,0.3085344135761261
proverbial,suffix,al,proverb,True,freeroot,3.13,1.35e-06,0.30861198902130127
clearness,suffix,ness,clear,True,family,2.21,1.62e-07,0.30864760279655457
downbeat,prefix,down,beat,True,family,2.5,3.16e-07,0.3087240755558014
unmask,prefix,un,mask,True,freeroot,2.48,3.02e-07,0.30891215801239014
pyramidal,suffix,al,pyramid,True,freeroot,2.74,5.5e-07,0.3089340627193451
aversive,suffix,ive,averse,True,family,2.21,1.62e-07,0.30894866585731506
ohmic,suffix,ic,ohm,True,freeroot,1.91,8.13e-08,0.308986097574234
purchasable,suffix,able,purchase,True,family,2.06,1.15e-07,0.30902954936027527
profession,suffix,ion,profess,True,family,4.13,1.35e-05,0.3090493381023407
homeward,suffix,ward,home,True,family,2.7,5.01e-07,0.3091766834259033
advisable,suffix,able,advise,True,family,3.26,1.82e-06,0.3092188537120819
overdeveloped,prefix,over,develop,True,family,1.88,7.59e-08,0.30952560901641846
stunner,suffix,er,stun,True,family,2.83,6.76e-07,0.3096373379230499
foretold,prefix,fore,told,True,family,2.84,6.92e-07,0.3096710443496704
worthless,suffix,less,worth,True,family,3.82,6.61e-06,0.3097487688064575
measurement,suffix,ment,measure,True,family,4.05,1.12e-05,0.3097672760486603
bestowal,suffix,al,bestow,True,freeroot,1.83,6.76e-08,0.30982786417007446
rearm,prefix,re,arm,True,family,2.14,1.38e-07,0.3098382353782654
tenser,suffix,er,tense,True,family,1.74,5.5e-08,0.30988848209381104
jammy,suffix,y,jam,True,freeroot,2.38,2.4e-07,0.3098922669887543
warden,suffix,en,ward,True,family,3.63,4.27e-06,0.30997535586357117
pugilism,suffix,ism,pugil,False,family,1.55,3.55e-08,0.3100334107875824
triplet,suffix,et,triple,True,freeroot,2.7,5.01e-07,0.3100705146789551
victimize,suffix,ize,victim,True,freeroot,2.24,1.74e-07,0.3100862503051758
captor,suffix,or,capt,True,family,2.57,3.72e-07,0.31009167432785034
hustler,suffix,er,hustle,True,freeroot,2.98,9.55e-07,0.3102247714996338
understaffed,prefix,under,staff,True,freeroot,2.59,3.89e-07,0.31025245785713196
gondola,suffix,a,gondol,False,family,2.91,8.13e-07,0.3102598786354065
acoustic,suffix,ic,acoust,False,family,3.98,9.55e-06,0.31026411056518555
overstock,prefix,over,stock,True,family,2.17,1.48e-07,0.3102867901325226
muffler,suffix,er,muffle,True,freeroot,2.7,5.01e-07,0.3103950321674347
appeasement,suffix,ment,appease,True,freeroot,2.79,6.17e-07,0.31049197912216187
chlorine,suffix,ine,chlor,True,freeroot,3.43,2.69e-06,0.310502290725708
parental,suffix,al,parent,True,family,3.78,6.03e-06,0.31051716208457947
moronic,suffix,ic,moron,True,freeroot,2.79,6.17e-07,0.31057092547416687
vertebra,suffix,a,vertebr,False,family,2.77,5.89e-07,0.3106253147125244
movement,suffix,ment,move,True,family,4.97,9.33e-05,0.31064745783805847
rootless,suffix,less,root,True,family,2.17,1.48e-07,0.31066498160362244
sedation,suffix,ion,sedate,True,family,2.95,8.91e-07,0.31073635816574097
sizzler,suffix,er,sizzle,True,freeroot,2.2,1.58e-07,0.3107886016368866
ostracism,suffix,ism,ostrac,False,family,2.34,2.19e-07,0.31079113483428955
punitive,suffix,ive,pun,True,family,3.39,2.45e-06,0.3108137547969818
loquacious,suffix,ious,loqu,False,family,2.11,1.29e-07,0.31084883213043213
retard,prefix,re,tard,True,family,3.37,2.34e-06,0.3108612596988678
uneven,prefix,un,even,True,family,3.55,3.55e-06,0.3108613193035126
jigger,suffix,er,jig,True,family,2.11,1.29e-07,0.3109430968761444
radiance,suffix,ance,radio,True,family,3.04,1.1e-06,0.31097209453582764
crawler,suffix,er,crawl,True,freeroot,2.81,6.46e-07,0.31099995970726013
unbiased,prefix,un,bias,True,freeroot,3.33,2.14e-06,0.31101709604263306
oversold,prefix,over,sold,True,family,2.47,2.95e-07,0.31107205152511597
circuitry,suffix,ory,circuit,True,freeroot,3.07,1.17e-06,0.3111349940299988
nervous,suffix,ious,nerve,True,family,4.42,2.63e-05,0.31130555272102356
barrenness,suffix,ness,barren,True,freeroot,1.79,6.17e-08,0.3113384246826172
inertness,suffix,ness,inert,True,freeroot,1.57,3.72e-08,0.3114556670188904
underarm,prefix,under,arm,True,family,2.38,2.4e-07,0.3115735948085785
intersect,prefix,inter,sect,True,family,3.19,1.55e-06,0.31166982650756836
instigator,suffix,or,instigate,True,family,2.66,4.57e-07,0.31168150901794434
celebrate,suffix,ate,celebr,False,family,4.49,3.09e-05,0.31177300214767456
upbeat,prefix,up,beat,True,family,3.53,3.39e-06,0.31183016300201416
eeriness,suffix,ness,eery,True,family,1.56,3.63e-08,0.31184330582618713
backward,suffix,ward,back,True,family,3.71,5.13e-06,0.31193649768829346
frequently,suffix,ly,frequent,True,family,4.56,3.63e-05,0.31196141242980957
exclude,prefix,ex,clude,False,family,3.78,6.03e-06,0.312010258436203
blankness,suffix,ness,blank,True,family,1.76,5.75e-08,0.312176913022995
guidance,suffix,ance,guide,True,family,4.33,2.14e-05,0.3122182786464691
indiscreet,prefix,im,discreet,True,family,2.44,2.75e-07,0.31240150332450867
warmly,suffix,ly,warm,True,family,3.24,1.74e-06,0.3124168813228607
consortia,suffix,ia,consort,True,family,2.45,2.82e-07,0.3125472962856293
bacchanalian,suffix,n,bacchanalia,True,freeroot,1.64,4.37e-08,0.3125479817390442
resolve,prefix,re,solve,True,family,4.17,1.48e-05,0.31255489587783813
gayness,suffix,ness,gay,True,family,2.25,1.78e-07,0.31258273124694824
inconvenience,prefix,im,convenience,True,freeroot,3.69,4.9e-06,0.3125956952571869
frankfurter,suffix,er,frankfurt,True,freeroot,2.65,4.47e-07,0.31262272596359253
avidly,suffix,ly,avid,True,family,2.46,2.88e-07,0.3126327395439148
integrity,suffix,ity,integer,True,family,4.22,1.66e-05,0.31274962425231934
mixer,suffix,er,mix,True,family,3.5,3.16e-06,0.312802791595459
tuberculous,suffix,ious,tubercule,False,family,1.85,7.08e-08,0.3128277659416199
reopen,prefix,re,open,True,family,3.42,2.63e-06,0.3128416836261749
overpower,prefix,over,power,True,family,2.85,7.08e-07,0.31292566657066345
retrievable,suffix,able,retrieve,True,family,1.95,8.91e-08,0.31302571296691895
counterfeiter,suffix,er,counterfeit,True,freeroot,1.87,7.41e-08,0.3130333125591278
preponderant,suffix,ant,preponder,False,family,1.83,6.76e-08,0.3130444586277008
relapse,prefix,re,lapse,True,freeroot,3.32,2.09e-06,0.3130492866039276
inward,suffix,ward,in,True,freeroot,3.37,2.34e-06,0.3130684196949005
desperately,suffix,ly,desperate,True,family,3.98,9.55e-06,0.31311875581741333
sourness,suffix,ness,sour,True,family,2.05,1.12e-07,0.3131245970726013
indemnify,suffix,ify,indemn,False,family,2.61,4.07e-07,0.3132229745388031
majesty,suffix,y,majest,False,family,4.05,1.12e-05,0.31326690316200256
explicitness,suffix,ness,explicit,True,family,1.6,3.98e-08,0.3133425712585449
settler,suffix,er,settle,True,family,3.15,1.41e-06,0.31334763765335083
nightly,suffix,ly,night,True,family,3.48,3.02e-06,0.3133832514286041
mobilize,suffix,ize,mobile,True,family,3.18,1.51e-06,0.313538521528244
understate,prefix,under,state,True,family,2.3,2e-07,0.3135456144809723
mortify,suffix,ify,mort,True,family,1.81,6.46e-08,0.31358763575553894
expose,prefix,ex,pose,True,family,3.98,9.55e-06,0.31367775797843933
memorable,suffix,able,memor,False,family,3.97,9.33e-06,0.31371062994003296
retake,prefix,re,take,True,family,3.28,1.91e-06,0.3137113153934479
constancy,suffix,y,constant,True,family,2.46,2.88e-07,0.3137744069099426
untangle,prefix,un,tangle,True,family,2.54,3.47e-07,0.3138267397880554
potent,suffix,ant,pot,True,family,3.74,5.5e-06,0.31396567821502686
thinly,suffix,ly,thin,True,family,3.27,1.86e-06,0.3139928877353668
midsummer,prefix,mid,summer,True,family,3.11,1.29e-06,0.3140154480934143
transience,suffix,ance,transit,True,family,2.13,1.35e-07,0.31414467096328735
literacy,suffix,acy,litera,True,family,3.9,7.94e-06,0.31425976753234863
unheated,prefix,un,heat,True,family,2.31,2.04e-07,0.31427595019340515
misstated,prefix,mis,state,True,family,2.01,1.02e-07,0.3143390119075775
emptier,suffix,er,empty,True,family,2.17,1.48e-07,0.31437328457832336
payer,suffix,er,pay,True,family,3.22,1.66e-06,0.31441378593444824
rashly,suffix,ly,rash,True,family,2.34,2.19e-07,0.31443241238594055
unsullied,prefix,un,sully,True,freeroot,2.52,3.31e-07,0.3144559860229492
sisterhood,suffix,hood,sister,True,family,2.96,9.12e-07,0.3145311772823334
penetrable,suffix,able,penetr,False,family,1.7,5.01e-08,0.31470564007759094
blacken,suffix,en,black,True,family,2.25,1.78e-07,0.3147921562194824
gouty,suffix,y,gout,True,freeroot,1.77,5.89e-08,0.3148113489151001
summarize,suffix,ize,summar,False,family,3.23,1.7e-06,0.31481292843818665
inexact,prefix,im,exact,True,family,2.21,1.62e-07,0.31482332944869995
adoringly,suffix,ly,adore,True,family,1.81,6.46e-08,0.31488171219825745
longer,suffix,er,long,True,family,5.16,0.000145,0.31494227051734924
stinker,suffix,er,stink,True,family,2.44,2.75e-07,0.3150017261505127
corinthian,suffix,ian,corinth,True,freeroot,2.85,7.08e-07,0.3150102496147156
intrude,prefix,in,trude,True,family,2.81,6.46e-07,0.31504061818122864
conserve,prefix,co,serve,True,family,3.37,2.34e-06,0.31513381004333496
dereliction,suffix,ion,derelict,True,freeroot,2.55,3.55e-07,0.3151351511478424
disallow,prefix,dis,allow,True,family,2.57,3.72e-07,0.3151842951774597
overburden,prefix,over,burden,True,family,2.26,1.82e-07,0.31522515416145325
guileless,suffix,less,guile,True,family,1.94,8.71e-08,0.3153338134288788
holiest,suffix,est,holy,True,family,2.71,5.13e-07,0.3153536319732666
demagogy,suffix,y,demagog,False,family,1.53,3.39e-08,0.31537678837776184
gentility,suffix,ity,gentle,True,family,2.01,1.02e-07,0.3153868615627289
prefigure,prefix,pre,figure,True,family,1.57,3.72e-08,0.3153916895389557
perpetuity,suffix,ity,perpetu,False,family,2.9,7.94e-07,0.31540751457214355
eavesdropper,suffix,er,eavesdrop,True,freeroot,1.78,6.03e-08,0.3154962360858917
unclaimed,prefix,un,claim,True,family,2.94,8.71e-07,0.3155064284801483
hiker,suffix,er,hike,True,freeroot,2.78,6.03e-07,0.31552499532699585
unconcerned,prefix,un,concern,True,freeroot,2.74,5.5e-07,0.3156059980392456
foresaw,prefix,fore,saw,True,family,2.72,5.25e-07,0.3157004415988922
departmental,suffix,al,department,True,freeroot,3.27,1.86e-06,0.3158476948738098
predeceased,prefix,pre,decease,True,freeroot,2.47,2.95e-07,0.3159290850162506
curiosity,suffix,ity,curious,True,family,3.97,9.33e-06,0.3159451484680176
yardage,suffix,age,yard,True,freeroot,2.78,6.03e-07,0.31602221727371216
grimly,suffix,ly,grim,True,family,2.57,3.72e-07,0.3161305785179138
amateurish,suffix,ish,amateur,True,family,2.59,3.89e-07,0.3161557912826538
induce,prefix,in,duct,True,family,3.56,3.63e-06,0.31618091464042664
discursive,suffix,ive,discours,True,freeroot,2.53,3.39e-07,0.3161839246749878
bouncy,suffix,y,bounce,True,family,3.17,1.48e-06,0.31618839502334595
analyzer,suffix,er,analyze,True,freeroot,3.06,1.15e-06,0.3162064254283905
occlusive,suffix,ive,occlude,True,family,2.2,1.58e-07,0.31636756658554077
solidity,suffix,ity,solid,True,family,2.63,4.27e-07,0.31638389825820923
sickness,suffix,ness,sick,True,family,3.83,6.76e-06,0.31639137864112854
unsolved,prefix,un,solve,True,family,3.28,1.91e-06,0.3164927065372467
adorable,suffix,able,adore,True,family,4.06,1.15e-05,0.3165413737297058
fetishize,suffix,ize,fetish,True,family,1.86,7.24e-08,0.3165706694126129
mailer,suffix,er,mail,True,freeroot,2.94,8.71e-07,0.31666818261146545
undersize,prefix,under,size,True,family,1.53,3.39e-08,0.3166903257369995
overshadow,prefix,over,shadow,True,family,2.71,5.13e-07,0.31683215498924255
transference,suffix,ance,transfer,True,family,2.73,5.37e-07,0.31694501638412476
afterglow,prefix,after,glow,True,family,2.64,4.37e-07,0.31704065203666687
mesmeric,suffix,ic,mesmer,True,family,2.13,1.35e-07,0.3170469403266907
unscramble,prefix,un,scramble,True,family,2.05,1.12e-07,0.3170667290687561
merciless,suffix,less,mercy,True,family,3.04,1.1e-06,0.3170678913593292
crosscheck,prefix,cross,check,True,family,2.0,1e-07,0.3171415627002716
teddy,suffix,y,ted,True,freeroot,3.88,7.59e-06,0.31717342138290405
initial,suffix,al,initi,False,family,4.72,5.25e-05,0.31743115186691284
dextrous,suffix,ious,dexter,True,family,1.83,6.76e-08,0.31744784116744995
masturbatory,suffix,ory,masturbate,True,family,1.94,8.71e-08,0.3175610899925232
coptic,suffix,ic,copt,True,freeroot,2.86,7.24e-07,0.31757962703704834
turkish,suffix,ish,turk,True,freeroot,4.28,1.91e-05,0.3175927400588989
embroidery,suffix,y,embroider,True,freeroot,3.24,1.74e-06,0.31777697801589966
electrify,suffix,ify,electr,False,family,2.36,2.29e-07,0.3177853226661682
latest,suffix,est,late,True,family,4.92,8.32e-05,0.3177977502346039
township,suffix,ship,town,True,family,3.98,9.55e-06,0.3178200423717499
cabby,suffix,y,cab,True,freeroot,1.95,8.91e-08,0.31786254048347473
washer,suffix,er,wash,True,family,3.34,2.19e-06,0.3180078864097595
anatomic,suffix,ic,anatom,False,family,2.5,3.16e-07,0.31806010007858276
assignable,suffix,able,assign,True,family,2.14,1.38e-07,0.31810733675956726
peeler,suffix,er,peel,True,freeroot,2.48,3.02e-07,0.31812217831611633
wonderful,suffix,ful,wonder,True,family,4.85,7.08e-05,0.31812381744384766
brainy,suffix,y,brain,True,family,2.62,4.17e-07,0.3181377947330475
overload,prefix,over,load,True,family,3.5,3.16e-06,0.3182374835014343
witty,suffix,y,wit,True,family,3.56,3.63e-06,0.31824707984924316
authorize,suffix,ize,author,True,family,3.38,2.4e-06,0.3183397650718689
interstage,prefix,inter,stage,True,family,1.56,3.63e-08,0.31837037205696106
mockingly,suffix,ly,mock,True,family,2.58,3.8e-07,0.3184134066104889
sickly,suffix,ly,sick,True,family,3.03,1.07e-06,0.31864336133003235
motionless,suffix,less,motion,True,family,2.97,9.33e-07,0.3187981843948364
publicly,suffix,ly,public,True,family,4.28,1.91e-05,0.3188002407550812
angelic,suffix,ic,angel,True,freeroot,3.13,1.35e-06,0.31883808970451355
typical,suffix,al,typo,True,family,4.59,3.89e-05,0.3190598487854004
smoker,suffix,er,smoke,True,family,3.37,2.34e-06,0.3190940022468567
gladness,suffix,ness,glad,True,family,2.48,3.02e-07,0.31914058327674866
inspire,prefix,in,spir,True,family,4.0,1e-05,0.31918418407440186
fatal,suffix,al,fate,True,family,4.1,1.26e-05,0.3192320466041565
madder,suffix,er,mad,True,family,2.59,3.89e-07,0.31929779052734375
orwellian,suffix,ian,orwell,True,freeroot,2.63,4.27e-07,0.31936660408973694
simulacrum,suffix,ium,simulacr,False,family,2.13,1.35e-07,0.31939753890037537
tediously,suffix,ly,tedious,True,family,2.01,1.02e-07,0.3194426894187927
sleepless,suffix,less,sleep,True,family,3.18,1.51e-06,0.3195183575153351
fatherhood,suffix,hood,father,True,family,2.89,7.76e-07,0.31967324018478394
misfit,prefix,mis,fit,True,family,2.76,5.75e-07,0.3196876347064972
global,suffix,al,globe,True,freeroot,4.95,8.91e-05,0.3197091519832611
exertion,suffix,ion,exert,True,freeroot,2.9,7.94e-07,0.3197445571422577
traceable,suffix,able,trace,True,family,2.8,6.31e-07,0.32002168893814087
unrehearsed,prefix,un,rehearse,True,family,1.83,6.76e-08,0.32004091143608093
careful,suffix,ful,care,True,family,4.59,3.89e-05,0.3200772702693939
communal,suffix,al,commune,True,family,3.68,4.79e-06,0.32009249925613403
commercial,suffix,al,commerce,True,freeroot,4.92,8.32e-05,0.3202095031738281
fateful,suffix,ful,fate,True,family,3.06,1.15e-06,0.32026901841163635
posher,suffix,er,posh,True,family,1.7,5.01e-08,0.32028883695602417
ascribe,prefix,a,script,True,family,2.75,5.62e-07,0.3203747272491455
extrude,prefix,ex,trude,True,family,1.98,9.55e-08,0.3204372823238373
warty,suffix,y,wart,True,freeroot,2.08,1.2e-07,0.32061755657196045
palliative,suffix,ive,palliate,True,family,3.1,1.26e-06,0.3206198513507843
submarine,prefix,sub,marine,True,freeroot,3.81,6.46e-06,0.32062533497810364
enthralled,prefix,en,thrall,True,freeroot,2.78,6.03e-07,0.3209328353404999
fearful,suffix,ful,fear,True,family,3.58,3.8e-06,0.32095083594322205
wildly,suffix,ly,wild,True,family,3.71,5.13e-06,0.32101207971572876
undercoat,prefix,under,coat,True,family,2.06,1.15e-07,0.32101714611053467
talky,suffix,y,talk,True,family,2.05,1.12e-07,0.321147084236145
sincerest,suffix,est,sincere,True,family,2.64,4.37e-07,0.3211904764175415
slimness,suffix,ness,slim,True,family,1.55,3.55e-08,0.3214360475540161
scrambler,suffix,er,scramble,True,family,2.42,2.63e-07,0.3214850127696991
betrayal,suffix,al,betray,True,family,3.68,4.79e-06,0.3214859366416931
contiguous,suffix,ious,contigu,False,family,3.17,1.48e-06,0.3215465545654297
loosely,suffix,ly,loose,True,family,3.62,4.17e-06,0.321572870016098
entitle,prefix,en,title,True,family,2.71,5.13e-07,0.3216371536254883
contentment,suffix,ment,content,True,family,3.05,1.12e-06,0.32166725397109985
obstructive,suffix,ive,obstruct,True,family,2.96,9.12e-07,0.32174912095069885
politicize,suffix,ize,politic,True,family,2.24,1.74e-07,0.32179170846939087
altruist,suffix,ist,altru,False,family,1.74,5.5e-08,0.3217929005622864
supportable,suffix,able,support,True,family,1.96,9.12e-08,0.32180672883987427
energize,suffix,ize,energ,False,family,2.76,5.75e-07,0.32186269760131836
busily,suffix,ly,busy,True,family,2.57,3.72e-07,0.3221658170223236
jewelry,suffix,ory,jewel,True,family,4.12,1.32e-05,0.3224254548549652
retrench,prefix,re,trench,True,family,1.82,6.61e-08,0.3224814832210541
ghoulish,suffix,ish,ghoul,True,freeroot,2.41,2.57e-07,0.3224875032901764
fuller,suffix,er,full,True,family,3.79,6.17e-06,0.32254093885421753
outshine,prefix,out,shine,True,family,2.51,3.24e-07,0.3225705623626709
secularist,suffix,ist,secular,True,family,2.32,2.09e-07,0.3226187229156494
crookedness,suffix,ness,crook,True,freeroot,1.61,4.07e-08,0.3226364552974701
recoil,prefix,re,coil,True,freeroot,3.19,1.55e-06,0.3226386308670044
mismanage,prefix,mis,manage,True,family,1.61,4.07e-08,0.32274335622787476
baser,suffix,er,base,True,family,2.14,1.38e-07,0.3229365646839142
disfavour,prefix,dis,favour,True,family,1.75,5.62e-08,0.32295745611190796
condescension,suffix,ion,condescend,True,family,2.71,5.13e-07,0.3230160176753998
preciously,suffix,ly,precious,True,family,1.76,5.75e-08,0.3230345547199249
pureness,suffix,ness,pure,True,family,1.76,5.75e-08,0.3230445981025696
dauntless,suffix,less,daunt,True,family,2.69,4.9e-07,0.323090136051178
terminal,suffix,al,termin,False,family,4.31,2.04e-05,0.32309025526046753
wheezy,suffix,y,wheeze,True,freeroot,2.14,1.38e-07,0.32309040427207947
