word,side,affix,root,root_free,method,zipf,freq,comp
funerary,suffix,ory,funer,False,family,2.53,3.39e-07,0.3230925500392914
scoffers,suffix,er,scoff,True,freeroot,1.52,3.31e-08,0.32322466373443604
rocketry,suffix,ory,rocket,True,freeroot,2.24,1.74e-07,0.32325825095176697
eaten,suffix,en,eat,True,family,4.13,1.35e-05,0.3233146667480469
urinary,suffix,ory,urine,True,family,3.31,2.04e-06,0.3233639895915985
uninvited,prefix,un,invite,True,family,2.85,7.08e-07,0.3234318494796753
endeared,prefix,en,dear,True,family,2.55,3.55e-07,0.3234338164329529
piously,suffix,ly,pious,True,family,1.89,7.76e-08,0.32350048422813416
despatched,prefix,de,patch,True,family,2.77,5.89e-07,0.3236614465713501
acquaintance,suffix,ance,acquaint,True,family,3.55,3.55e-06,0.3238055408000946
outclass,prefix,out,class,True,family,1.89,7.76e-08,0.32387611269950867
foreshore,prefix,fore,shore,True,family,2.61,4.07e-07,0.323876291513443
comfortable,suffix,able,comfort,True,family,4.66,4.57e-05,0.32393479347229004
unable,prefix,un,able,True,family,4.61,4.07e-05,0.32394078373908997
adverb,prefix,a,verb,True,family,2.55,3.55e-07,0.3239634037017822
holiness,suffix,ness,holy,True,family,3.46,2.88e-06,0.3240636885166168
undid,prefix,un,did,True,family,2.53,3.39e-07,0.32412412762641907
disengage,prefix,dis,engage,True,family,2.9,7.94e-07,0.32425493001937866
antiquity,suffix,ity,antique,True,family,3.43,2.69e-06,0.3243386447429657
unlimited,prefix,un,limit,True,family,4.1,1.26e-05,0.3243482708930969
earthling,suffix,ling,earth,True,family,2.19,1.55e-07,0.3244078457355499
murderous,suffix,ious,murder,True,family,3.37,2.34e-06,0.32444900274276733
nutty,suffix,y,nut,True,freeroot,3.19,1.55e-06,0.32448869943618774
laryngitis,suffix,itis,laryng,False,family,2.37,2.34e-07,0.3245372176170349
spatial,suffix,al,space,True,family,3.76,5.75e-06,0.3245755434036255
reference,suffix,ance,refer,True,family,4.74,5.5e-05,0.3245970606803894
alveoli,suffix,i,alveol,False,family,2.21,1.62e-07,0.3247128427028656
underlay,prefix,under,lay,True,family,2.28,1.91e-07,0.32472169399261475
confession,suffix,ion,confess,True,family,3.88,7.59e-06,0.3247523307800293
regurgitation,suffix,ion,regurgitate,True,freeroot,2.39,2.45e-07,0.32476580142974854
germanized,suffix,ize,german,True,family,1.53,3.39e-08,0.3247956335544586
uncompromising,prefix,un,compromise,True,freeroot,3.08,1.2e-06,0.3248094320297241
sensuous,suffix,ious,sense,True,family,2.79,6.17e-07,0.3249002695083618
limitation,suffix,ion,limit,True,family,3.71,5.13e-06,0.32490572333335876
outmanoeuvre,prefix,out,manoeuvre,True,family,1.52,3.31e-08,0.3249166011810303
perforation,suffix,ion,perforate,True,freeroot,2.56,3.63e-07,0.3250165581703186
lutheran,suffix,ian,luther,True,freeroot,3.45,2.82e-06,0.3250507414340973
crosscut,prefix,cross,cut,True,family,1.94,8.71e-08,0.325091153383255
berliners,suffix,er,berlin,True,freeroot,2.15,1.41e-07,0.3251491189002991
bountiful,suffix,ful,bounty,True,family,2.88,7.59e-07,0.3251492977142334
undimmed,prefix,un,dim,True,family,1.84,6.92e-08,0.32516369223594666
illusive,suffix,ive,illus,True,family,2.26,1.82e-07,0.3251957297325134
repugnant,suffix,ant,repugn,False,family,2.91,8.13e-07,0.3252330422401428
extent,prefix,ex,tent,True,family,4.47,2.95e-05,0.32534196972846985
nakedness,suffix,ness,naked,True,family,2.56,3.63e-07,0.32544147968292236
prudent,suffix,ant,prud,True,family,3.41,2.57e-06,0.32548847794532776
unholy,prefix,un,holy,True,family,3.07,1.17e-06,0.32556241750717163
betrothed,prefix,be,troth,True,freeroot,2.86,7.24e-07,0.32556289434432983
madly,suffix,ly,mad,True,family,3.17,1.48e-06,0.3256816267967224
sorrier,suffix,er,sorry,True,family,1.53,3.39e-08,0.3257151246070862
contractor,suffix,or,contract,True,family,4.08,1.2e-05,0.3257778286933899
dearly,suffix,ly,dear,True,family,3.48,3.02e-06,0.32579371333122253
dredger,suffix,er,dredge,True,freeroot,2.03,1.07e-07,0.3257957696914673
inconspicuous,prefix,im,conspicuous,True,family,2.76,5.75e-07,0.32584166526794434
thoroughness,suffix,ness,thorough,True,family,2.46,2.88e-07,0.32587260007858276
sugary,suffix,y,sugar,True,family,3.13,1.35e-06,0.32595837116241455
gratitude,suffix,itude,grat,True,family,3.92,8.32e-06,0.3261079788208008
depict,prefix,de,picto,False,family,3.41,2.57e-06,0.3262406289577484
dabbler,suffix,er,dabble,True,freeroot,1.7,5.01e-08,0.32638585567474365
overcoat,prefix,over,coat,True,family,2.77,5.89e-07,0.32646888494491577
relative,suffix,ive,relate,True,family,4.48,3.02e-05,0.3265002369880676
discourtesy,prefix,dis,courtesy,True,freeroot,1.84,6.92e-08,0.3265097439289093
monomania,prefix,mono,mania,True,freeroot,1.62,4.17e-08,0.3265918791294098
lilliputian,suffix,ian,lilliput,True,freeroot,1.88,7.59e-08,0.3266030550003052
pretension,suffix,ion,pretend,True,family,2.34,2.19e-07,0.3266396224498749
amateurism,suffix,ism,amateur,True,family,2.04,1.1e-07,0.32666313648223877
rebuild,prefix,re,build,True,family,3.9,7.94e-06,0.3266676366329193
robber,suffix,er,rob,True,family,3.39,2.45e-06,0.32669511437416077
coagulant,suffix,ant,coagul,False,family,2.03,1.07e-07,0.3267706334590912
ascent,prefix,a,scent,True,family,3.42,2.63e-06,0.32679346203804016
momentum,suffix,ium,moment,True,family,4.07,1.17e-05,0.32686904072761536
playable,suffix,able,play,True,family,3.4,2.51e-06,0.32690149545669556
commonly,suffix,ly,common,True,family,4.38,2.4e-05,0.3269333839416504
thorny,suffix,y,thorn,True,freeroot,2.93,8.51e-07,0.32711470127105713
continuance,suffix,ance,continue,True,family,2.73,5.37e-07,0.3271399140357971
older,suffix,er,old,True,family,4.92,8.32e-05,0.32714658975601196
ashy,suffix,y,ash,True,family,2.57,3.72e-07,0.3271629810333252
treacherous,suffix,ious,treacher,True,family,3.32,2.09e-06,0.3272186815738678
undetermined,prefix,un,determine,True,family,2.89,7.76e-07,0.32723331451416016
competence,suffix,ance,compete,True,family,3.58,3.8e-06,0.3272436559200287
sooner,suffix,er,soon,True,family,4.25,1.78e-05,0.3273237347602844
awake,prefix,a,wake,True,family,4.14,1.38e-05,0.32738304138183594
plainly,suffix,ly,plain,True,family,3.38,2.4e-06,0.3273838460445404
blustery,suffix,y,bluster,True,freeroot,2.47,2.95e-07,0.32743704319000244
talker,suffix,er,talk,True,family,2.96,9.12e-07,0.3275313079357147
madness,suffix,ness,mad,True,family,3.97,9.33e-06,0.32779502868652344
voltaic,suffix,ic,volta,True,freeroot,2.22,1.66e-07,0.3277956247329712
undercurrent,prefix,under,current,True,family,2.67,4.68e-07,0.32780951261520386
vituperation,suffix,ion,vituperate,False,family,1.52,3.31e-08,0.327937513589859
sublimely,suffix,ly,sublime,True,family,2.09,1.23e-07,0.32804325222969055
enchanter,suffix,er,enchant,True,family,2.21,1.62e-07,0.3280888795852661
begrudge,prefix,be,grudge,True,family,2.57,3.72e-07,0.32809117436408997
alienable,suffix,able,alien,True,family,1.61,4.07e-08,0.3281615674495697
falsely,suffix,ly,false,True,family,3.61,4.07e-06,0.3281733989715576
newness,suffix,ness,new,True,family,2.6,3.98e-07,0.3281758427619934
littlest,suffix,est,little,True,family,2.67,4.68e-07,0.3282827138900757
groover,suffix,er,groove,True,family,1.67,4.68e-08,0.32854634523391724
treachery,suffix,y,treacher,True,family,3.13,1.35e-06,0.32859277725219727
overmuch,prefix,over,much,True,family,1.71,5.13e-08,0.3286365568637848
vacancy,suffix,ancy,vacu,False,family,3.65,4.47e-06,0.32871362566947937
yellower,suffix,er,yellow,True,family,1.53,3.39e-08,0.32874515652656555
fuzzy,suffix,y,fuzz,True,freeroot,3.65,4.47e-06,0.32880106568336487
cleanly,suffix,ly,clean,True,family,3.02,1.05e-06,0.32882261276245117
sureness,suffix,ness,sure,True,family,1.62,4.17e-08,0.32888317108154297
recapitulate,prefix,re,capitulate,True,family,1.88,7.59e-08,0.328951895236969
unasked,prefix,un,ask,True,freeroot,2.09,1.23e-07,0.32896801829338074
notorious,suffix,ious,notori,False,family,3.83,6.76e-06,0.3290996551513672
characterless,suffix,less,character,True,family,1.86,7.24e-08,0.3291255533695221
iambic,suffix,ic,iamb,True,freeroot,2.37,2.34e-07,0.3291580379009247
silvery,suffix,y,silver,True,freeroot,3.0,1e-06,0.32915812730789185
frumpy,suffix,y,frump,True,freeroot,2.28,1.91e-07,0.3292161524295807
inland,prefix,in,land,True,family,3.83,6.76e-06,0.3292785584926605
harmonize,suffix,ize,harmon,True,family,2.67,4.68e-07,0.3293752074241638
ablest,suffix,est,able,True,family,1.89,7.76e-08,0.32940584421157837
preferable,suffix,able,prefer,True,family,3.44,2.75e-06,0.32946354150772095
distaste,prefix,dis,taste,True,family,2.92,8.32e-07,0.32953423261642456
melancholia,suffix,ia,melanchol,False,family,2.37,2.34e-07,0.32960045337677
magnificent,suffix,ant,magnific,False,family,4.04,1.1e-05,0.32960444688796997
undaunted,prefix,un,daunt,True,family,2.69,4.9e-07,0.32961806654930115
compactness,suffix,ness,compact,True,family,2.31,2.04e-07,0.32978689670562744
minutely,suffix,ly,minute,True,family,2.39,2.45e-07,0.32981398701667786
sloganeering,suffix,eer,slogan,True,freeroot,1.79,6.17e-08,0.3298717737197876
serenely,suffix,ly,serene,True,family,2.34,2.19e-07,0.33006879687309265
slothful,suffix,ful,sloth,True,freeroot,1.91,8.13e-08,0.3301331102848053
unsigned,prefix,un,sign,True,family,3.17,1.48e-06,0.33013811707496643
deliverer,suffix,er,deliver,True,family,2.38,2.4e-07,0.330157607793808
stiffness,suffix,ness,stiff,True,family,3.2,1.58e-06,0.33021700382232666
academy,suffix,y,academ,False,family,4.57,3.72e-05,0.3303477466106415
declaim,prefix,de,claim,True,family,1.57,3.72e-08,0.3304748833179474
abstinence,suffix,ance,abstin,False,family,3.18,1.51e-06,0.3305042088031769
faster,suffix,er,fast,True,family,4.64,4.37e-05,0.3306950628757477
justness,suffix,ness,just,True,family,1.52,3.31e-08,0.3307381868362427
vulgarity,suffix,ity,vulgar,True,family,2.65,4.47e-07,0.3307546079158783
keenly,suffix,ly,keen,True,family,3.08,1.2e-06,0.3308677077293396
guzzler,suffix,er,guzzle,True,freeroot,2.01,1.02e-07,0.33094504475593567
dethrone,prefix,de,throne,True,family,2.36,2.29e-07,0.33095183968544006
enfranchise,prefix,en,franchise,True,family,1.63,4.27e-08,0.3309740126132965
subhuman,prefix,sub,human,True,family,2.38,2.4e-07,0.3310273289680481
sanely,suffix,ly,sane,True,family,1.68,4.79e-08,0.33103427290916443
admiringly,suffix,ly,admire,True,family,2.05,1.12e-07,0.33109620213508606
occupant,suffix,ant,occupy,True,family,3.11,1.29e-06,0.3311532437801361
lamer,suffix,er,lame,True,family,2.17,1.48e-07,0.33116573095321655
likely,suffix,ly,like,True,family,5.2,0.000158,0.3312165141105652
dicta,suffix,a,dict,True,family,2.06,1.15e-07,0.33129367232322693
tempestuous,suffix,ious,tempest,True,freeroot,2.49,3.09e-07,0.33143702149391174
dishonor,prefix,dis,honor,True,family,2.88,7.59e-07,0.3314511179924011
italicize,suffix,ize,italic,True,freeroot,1.62,4.17e-08,0.33147406578063965
astuteness,suffix,ness,astute,True,family,1.74,5.5e-08,0.3315430283546448
stardom,suffix,dom,star,True,family,3.09,1.23e-06,0.331668883562088
goddess,suffix,ess,god,True,family,4.01,1.02e-05,0.33174827694892883
cleanser,suffix,er,cleanse,True,freeroot,3.06,1.15e-06,0.33175820112228394
admissible,suffix,able,admit,True,family,2.87,7.41e-07,0.3318152129650116
abstinent,suffix,ant,abstin,False,family,2.09,1.23e-07,0.3318690359592438
uncontrolled,prefix,un,control,True,family,3.2,1.58e-06,0.33196938037872314
remarriage,prefix,re,marriage,True,family,2.5,3.16e-07,0.33200743794441223
midnight,prefix,mid,night,True,family,4.31,2.04e-05,0.33213481307029724
radial,suffix,al,radio,True,family,3.45,2.82e-06,0.3321596384048462
succulent,suffix,ant,succul,False,family,3.0,1e-06,0.3321915566921234
misguide,prefix,mis,guide,True,family,1.66,4.57e-08,0.3322848081588745
biblically,suffix,ly,biblical,True,freeroot,2.26,1.82e-07,0.3323521912097931
recommence,prefix,re,commence,True,family,2.06,1.15e-07,0.33240067958831787
fathomless,suffix,less,fathom,True,freeroot,1.63,4.27e-08,0.33241772651672363
unrest,prefix,un,rest,True,family,3.61,4.07e-06,0.332444429397583
nudism,suffix,ism,nude,True,family,2.03,1.07e-07,0.3324939012527466
revert,prefix,re,vert,True,family,3.35,2.24e-06,0.33253878355026245
misfire,prefix,mis,fire,True,family,2.47,2.95e-07,0.3325870931148529
patiently,suffix,ly,patient,True,family,3.48,3.02e-06,0.3326447308063507
oldest,suffix,est,old,True,family,4.24,1.74e-05,0.3327300250530243
pitiless,suffix,less,pity,True,family,2.31,2.04e-07,0.3328207731246948
prejudge,prefix,pre,judge,True,family,2.05,1.12e-07,0.3329482972621918
publicist,suffix,ist,public,True,family,3.07,1.17e-06,0.3329678177833557
prenatal,prefix,pre,natal,True,freeroot,3.16,1.45e-06,0.33318427205085754
peaceful,suffix,ful,peace,True,family,4.28,1.91e-05,0.3332171142101288
midweek,prefix,mid,week,True,family,2.92,8.32e-07,0.3332202732563019
frizzy,suffix,y,frizz,True,freeroot,2.6,3.98e-07,0.3333588242530823
impish,suffix,ish,imp,True,freeroot,2.15,1.41e-07,0.3334586024284363
smutty,suffix,y,smut,True,freeroot,2.24,1.74e-07,0.33363819122314453
obstruction,suffix,ion,obstruct,True,family,3.55,3.55e-06,0.33367210626602173
ballistics,suffix,ics,ballist,False,family,2.84,6.92e-07,0.33373183012008667
pinkish,suffix,ish,pink,True,family,2.72,5.25e-07,0.3337402641773224
randomness,suffix,ness,random,True,family,2.9,7.94e-07,0.33386144042015076
revise,prefix,re,vise,True,family,3.48,3.02e-06,0.3339513838291168
chubbier,suffix,er,chubby,True,freeroot,1.7,5.01e-08,0.33400091528892517
speechless,suffix,less,speech,True,family,3.26,1.82e-06,0.3340528607368469
enthrone,prefix,en,throne,True,family,1.54,3.47e-08,0.3342222571372986
unburned,prefix,un,burn,True,family,2.08,1.2e-07,0.33426016569137573
desperation,suffix,ion,desperate,True,family,3.55,3.55e-06,0.3345145583152771
musky,suffix,y,musk,True,freeroot,2.43,2.69e-07,0.3345327079296112
unexamined,prefix,un,examine,True,family,2.27,1.86e-07,0.33454710245132446
trapezium,suffix,ium,trapez,False,family,1.8,6.31e-08,0.334587961435318
micrometer,prefix,micro,meter,True,family,2.32,2.09e-07,0.3345915675163269
smokeless,suffix,less,smoke,True,family,2.63,4.27e-07,0.33464422821998596
wackiness,suffix,ness,wacky,True,family,1.72,5.25e-08,0.3346845805644989
equal,suffix,al,equi,True,family,4.65,4.47e-05,0.3347265124320984
negotiable,suffix,able,negoti,False,family,3.22,1.66e-06,0.33481261134147644
vilest,suffix,est,vile,True,family,2.06,1.15e-07,0.3348595201969147
player,suffix,er,play,True,family,5.19,0.000155,0.3349323272705078
striations,suffix,ion,striate,True,freeroot,2.33,2.14e-07,0.3349553644657135
slackness,suffix,ness,slack,True,family,1.82,6.61e-08,0.33516839146614075
unmitigated,prefix,un,mitigate,True,family,2.64,4.37e-07,0.3352108597755432
roughness,suffix,ness,rough,True,family,2.81,6.46e-07,0.3352559208869934
redoubtable,suffix,able,redoubt,True,freeroot,2.16,1.45e-07,0.33533763885498047
pastoral,suffix,al,pastor,True,freeroot,3.54,3.47e-06,0.3353862762451172
restive,suffix,ive,rest,True,family,2.37,2.34e-07,0.3356139659881592
obstetrical,suffix,al,obstetric,True,family,2.07,1.17e-07,0.33569782972335815
wearable,suffix,able,weare,True,family,3.29,1.95e-06,0.33569973707199097
tractable,suffix,able,tract,True,family,2.21,1.62e-07,0.33573269844055176
enjoy,prefix,en,joy,True,family,5.09,0.000123,0.33591794967651367
restrain,prefix,re,strain,True,family,3.27,1.86e-06,0.3360136151313782
mildness,suffix,ness,mild,True,family,1.76,5.75e-08,0.3360806405544281
lusty,suffix,y,lust,True,family,2.8,6.31e-07,0.336116760969162
folksy,suffix,y,folk,True,freeroot,2.43,2.69e-07,0.33615490794181824
derivation,suffix,ion,derive,True,family,3.04,1.1e-06,0.33638983964920044
entry,suffix,y,enter,True,family,4.67,4.68e-05,0.33647167682647705
lender,suffix,er,lend,True,freeroot,3.64,4.37e-06,0.33651667833328247
lengthen,suffix,en,length,True,family,2.81,6.46e-07,0.33664464950561523
depose,prefix,de,pose,True,family,2.67,4.68e-07,0.3368677794933319
perfumery,suffix,ory,perfume,True,family,2.27,1.86e-07,0.3368951976299286
armless,suffix,less,arm,True,family,2.18,1.51e-07,0.33692219853401184
shipper,suffix,er,ship,True,family,3.01,1.02e-06,0.3369620442390442
prouder,suffix,er,proud,True,family,2.66,4.57e-07,0.3369656801223755
overplay,prefix,over,play,True,family,2.06,1.15e-07,0.3370359241962433
ineptly,suffix,ly,inept,True,family,1.76,5.75e-08,0.3370797038078308
awful,suffix,ful,awe,True,family,4.46,2.88e-05,0.3371622860431671
beware,prefix,be,ware,True,family,3.7,5.01e-06,0.33734068274497986
undiluted,prefix,un,dilute,True,family,2.32,2.09e-07,0.3374718427658081
impose,prefix,in,pose,True,family,3.92,8.32e-06,0.3375992178916931
dictate,suffix,ate,dict,True,family,3.58,3.8e-06,0.33765387535095215
debtor,suffix,or,debt,True,family,3.08,1.2e-06,0.3376668691635132
truthful,suffix,ful,truth,True,family,3.42,2.63e-06,0.33766940236091614
intercede,prefix,inter,cede,True,family,2.56,3.63e-07,0.3377019166946411
fraternal,suffix,al,fratern,False,family,3.07,1.17e-06,0.33779340982437134
grammarian,suffix,ian,grammar,True,freeroot,2.11,1.29e-07,0.33792978525161743
surely,suffix,ly,sure,True,family,4.55,3.55e-05,0.33800846338272095
satiate,suffix,ate,satis,True,family,2.25,1.78e-07,0.3381004333496094
delicate,suffix,ate,delic,True,family,4.01,1.02e-05,0.33831411600112915
profundity,suffix,ity,profound,True,family,2.2,1.58e-07,0.33833810687065125
roaster,suffix,er,roast,True,freeroot,2.49,3.09e-07,0.33836227655410767
popish,suffix,ish,pope,True,family,2.07,1.17e-07,0.33843326568603516
plagiarist,suffix,ist,plagiar,False,family,1.87,7.41e-08,0.3384358882904053
cruiser,suffix,er,cruise,True,freeroot,3.52,3.31e-06,0.3384806215763092
rarely,suffix,ly,rare,True,family,4.42,2.63e-05,0.3385389745235443
dietician,suffix,ian,diet,True,family,2.39,2.45e-07,0.33864420652389526
alveolar,suffix,ar,alveol,False,family,2.8,6.31e-07,0.3386988341808319
robustly,suffix,ly,robust,True,family,2.39,2.45e-07,0.3387908935546875
dynamical,suffix,al,dynamic,True,family,2.91,8.13e-07,0.33882105350494385
undo,prefix,un,do,True,family,3.57,3.72e-06,0.3388359546661377
tempter,suffix,er,tempt,True,family,1.86,7.24e-08,0.33890849351882935
repellent,suffix,ant,repel,True,freeroot,2.94,8.71e-07,0.3389441967010498
refugee,suffix,ee,refuge,True,freeroot,3.98,9.55e-06,0.3389453589916229
expectation,suffix,ion,expect,True,family,3.99,9.77e-06,0.3391137421131134
meekness,suffix,ness,meek,True,family,2.2,1.58e-07,0.3391265869140625
popery,suffix,ory,pope,True,family,1.87,7.41e-08,0.3392539620399475
displease,prefix,dis,please,True,family,2.2,1.58e-07,0.3394634425640106
sternness,suffix,ness,sterno,True,family,1.53,3.39e-08,0.33950337767601013
magistrate,suffix,ate,magister,True,family,3.71,5.13e-06,0.33955085277557373
