word,root,affix,side,zipf,comp
locality,local,ity,suffix,3.67,0.13511575758457184
publicist,public,ist,suffix,3.07,0.13516481220722198
display,play,dis,prefix,4.63,0.13551364839076996
foregoing,going,fore,prefix,3.08,0.13575683534145355
outlines,lines,out,prefix,3.6,0.13599713146686554
antibody,body,anti,prefix,3.46,0.13643963634967804
recited,cited,re,prefix,3.14,0.13697496056556702
counterpoint,point,counter,prefix,3.11,0.13703545928001404
disband,band,dis,prefix,2.87,0.1370791345834732
ladyship,lady,ship,suffix,2.55,0.1376289576292038
reproductions,productions,re,prefix,2.93,0.13777536153793335
repose,pose,re,prefix,2.75,0.13795702159404755
forefront,front,fore,prefix,3.52,0.13800889253616333
dismissed,missed,dis,prefix,4.2,0.1381359100341797
remediation,mediation,re,prefix,3.03,0.13820095360279083
restrained,strained,re,prefix,3.44,0.13843101263046265
medication,medic,ation,suffix,4.15,0.13858836889266968
miscarriage,carriage,mis,prefix,3.32,0.13954174518585205
worshipful,worship,ful,suffix,2.5,0.1396818608045578
disarmament,armament,dis,prefix,3.17,0.13971753418445587
override,ride,over,prefix,3.42,0.13973256945610046
flagship,flag,ship,suffix,3.75,0.1398954689502716
repaired,paired,re,prefix,3.77,0.14066602289676666
distort,tort,dis,prefix,3.08,0.14066952466964722
underpinned,pinned,under,prefix,2.69,0.14080758392810822
reposting,posting,re,prefix,2.7,0.140874981880188
wellness,well,ness,suffix,3.57,0.14095595479011536
presumptuous,sumptuous,pre,prefix,2.86,0.14098671078681946
fearless,fear,less,suffix,3.55,0.14176800847053528
overturn,turn,over,prefix,3.22,0.1417957991361618
reviews,views,re,prefix,4.58,0.14203500747680664
overwork,work,over,prefix,2.62,0.14204703271389008
reserved,served,re,prefix,4.18,0.14239488542079926
reflex,flex,re,prefix,3.44,0.1424209177494049
superfund,fund,super,prefix,2.63,0.1426389366388321
misleading,leading,mis,prefix,3.9,0.14287933707237244
faultless,fault,less,suffix,2.6,0.14353199303150177
mentality,mental,ity,suffix,3.76,0.14385631680488586
retreats,treats,re,prefix,3.16,0.14387525618076324
eventuality,eventual,ity,suffix,2.67,0.14395777881145477
cleanliness,cleanly,ness,suffix,3.26,0.14414000511169434
protectionist,protection,ist,suffix,2.84,0.1441730111837387
overturned,turned,over,prefix,3.49,0.14433638751506805
plasticity,plastic,ity,suffix,2.96,0.14458827674388885
disarray,array,dis,prefix,2.96,0.14471803605556488
wireless,wire,less,suffix,4.2,0.14538834989070892
discovered,covered,dis,prefix,4.74,0.1453888714313507
collective,collect,ive,suffix,4.3,0.1458384096622467
interviewed,viewed,inter,prefix,4.0,0.1460205614566803
overpower,power,over,prefix,2.85,0.1466059684753418
dissolve,solve,dis,prefix,3.49,0.1466420441865921
seniority,senior,ity,suffix,3.16,0.14684876799583435
tourism,tour,ism,suffix,4.28,0.14694297313690186
creditable,credit,able,suffix,2.52,0.14724788069725037
relaying,laying,re,prefix,2.81,0.14729076623916626
underdogs,dogs,under,prefix,2.96,0.14732222259044647
preserve,serve,pre,prefix,4.19,0.14737483859062195
disappearances,appearances,dis,prefix,2.82,0.14759354293346405
disclosing,closing,dis,prefix,3.19,0.14802272617816925
polarisation,polaris,ation,suffix,2.52,0.1485656499862671
combative,combat,ive,suffix,2.88,0.1488107293844223
bloodless,blood,less,suffix,2.69,0.14906269311904907
reviewer,viewer,re,prefix,3.47,0.14907996356487274
representation,presentation,re,prefix,4.34,0.1492917239665985
outfits,fits,out,prefix,3.83,0.14951083064079285
recombination,combination,re,prefix,2.97,0.14955921471118927
recreation,creation,re,prefix,4.04,0.14965960383415222
expressive,express,ive,suffix,3.43,0.1497402936220169
repressed,pressed,re,prefix,3.26,0.14998377859592438
distraction,traction,dis,prefix,3.78,0.15005464851856232
retraction,traction,re,prefix,2.88,0.1501072645187378
redeemed,deemed,re,prefix,3.34,0.15010975301265717
prodigious,prodigy,ous,suffix,2.92,0.15017619729042053
understatement,statement,under,prefix,3.36,0.15110813081264496
interactive,active,inter,prefix,4.06,0.15119272470474243
transmissions,missions,trans,prefix,3.35,0.15138068795204163
nationality,national,ity,suffix,3.72,0.15148279070854187
majority,major,ity,suffix,4.94,0.15187163650989532
recommend,commend,re,prefix,4.61,0.15215656161308289
likeness,like,ness,suffix,3.34,0.15216919779777527
undergoing,going,under,prefix,3.71,0.15217803418636322
dissection,section,dis,prefix,3.01,0.1528787910938263
loveable,love,able,suffix,2.75,0.1528911590576172
interview,view,inter,prefix,4.86,0.15328821539878845
outcast,cast,out,prefix,3.09,0.15406517684459686
prefixed,fixed,pre,prefix,2.55,0.15434375405311584
outlive,live,out,prefix,2.72,0.15448296070098877
transnational,national,trans,prefix,3.18,0.15468963980674744
unopposed,opposed,un,prefix,2.86,0.15475575625896454
relies,lies,re,prefix,3.81,0.15507131814956665
federalist,federal,ist,suffix,3.04,0.15558688342571259
refund,fund,re,prefix,3.94,0.1558317095041275
displaying,playing,dis,prefix,3.68,0.155900776386261
undying,dying,un,prefix,2.91,0.15622158348560333
recurrent,current,re,prefix,3.24,0.15654951333999634
internationalist,international,ist,suffix,2.51,0.15680809319019318
recharged,charged,re,prefix,2.61,0.1571083664894104
reliability,liability,re,prefix,3.92,0.15742024779319763
reborn,born,re,prefix,3.39,0.15746819972991943
returner,turner,re,prefix,2.5,0.15777932107448578
underwent,went,under,prefix,3.65,0.15789614617824554
reunited,united,re,prefix,3.72,0.15806375443935394
business,busy,ness,suffix,5.56,0.15825560688972473
impressionist,impression,ist,suffix,2.85,0.1587768942117691
foreplay,play,fore,prefix,3.01,0.15934200584888458
repulse,pulse,re,prefix,2.55,0.15934936702251434
rewrites,writes,re,prefix,2.62,0.15950416028499603
underfoot,foot,under,prefix,2.66,0.15960410237312317
transphobia,phobia,trans,prefix,2.59,0.16045556962490082
disclosures,closures,dis,prefix,3.27,0.16074790060520172
uneasy,easy,un,prefix,3.45,0.16090694069862366
miscarried,carried,mis,prefix,2.53,0.16100941598415375
unduly,duly,un,prefix,2.98,0.16122613847255707
underline,line,under,prefix,2.98,0.16127535700798035
disposition,position,dis,prefix,3.48,0.16148969531059265
ridership,rider,ship,suffix,2.68,0.16166643798351288
outclassed,classed,out,prefix,2.65,0.1618787944316864
harmonize,harmon,ize,suffix,2.67,0.16224080324172974
multiverse,verse,multi,prefix,2.85,0.16244566440582275
intermodal,modal,inter,prefix,2.61,0.16285882890224457
windward,wind,ward,suffix,2.79,0.16317340731620789
recitation,citation,re,prefix,2.9,0.16386893391609192
outdated,dated,out,prefix,3.66,0.16434352099895477
outstanding,standing,out,prefix,4.5,0.16456638276576996
chargeable,charge,able,suffix,2.58,0.16474422812461853
foreground,ground,fore,prefix,3.26,0.16502918303012848
foreclosed,closed,fore,prefix,2.83,0.1650640219449997
misrepresenting,representing,mis,prefix,2.65,0.16555465757846832
recalled,called,re,prefix,3.98,0.1657860279083252
shortness,short,ness,suffix,2.88,0.16598308086395264
discredited,credited,dis,prefix,3.15,0.1660490483045578
unchecked,checked,un,prefix,3.15,0.16621825098991394
overthrown,thrown,over,prefix,3.1,0.16629891097545624
disposing,posing,dis,prefix,3.02,0.16691653430461884
underserved,served,under,prefix,2.81,0.16717879474163055
multinational,national,multi,prefix,3.56,0.16760854423046112
reprogramming,programming,re,prefix,2.6,0.16770212352275848
constructive,construct,ive,suffix,3.78,0.16775530576705933
resistive,resist,ive,suffix,2.61,0.1679563671350479
fundamentalist,fundamental,ist,suffix,3.16,0.16812361776828766
gullible,gull,ible,suffix,3.1,0.16813483834266663
mashable,mash,able,suffix,2.59,0.16814552247524261
discourse,course,dis,prefix,3.83,0.1686214655637741
resign,sign,re,prefix,3.97,0.16909123957157135
recounts,counts,re,prefix,3.23,0.16939230263233185
miscarriages,carriages,mis,prefix,2.8,0.16961801052093506
undertaker,taker,under,prefix,3.18,0.1698729544878006
reissue,issue,re,prefix,3.01,0.17030960321426392
reagents,agents,re,prefix,2.86,0.17090249061584473
demonize,demon,ize,suffix,2.61,0.1713080257177353
chemist,chem,ist,suffix,3.51,0.17132040858268738
outlander,lander,out,prefix,2.76,0.171744704246521
recycle,cycle,re,prefix,3.35,0.17176179587841034
regina,gina,re,prefix,3.61,0.1719658076763153
organize,organ,ize,suffix,3.98,0.17198659479618073
recommendation,commendation,re,prefix,4.09,0.17205610871315002
misrepresented,represented,mis,prefix,2.96,0.1721370965242386
gorgeous,gorge,ous,suffix,4.35,0.17218641936779022
unaided,aided,un,prefix,2.63,0.1721981167793274
overpass,pass,over,prefix,2.96,0.17221678793430328
overreach,reach,over,prefix,2.64,0.1728626936674118
discloses,closes,dis,prefix,2.87,0.1730644553899765
disorder,order,dis,prefix,4.31,0.17340482771396637
dissolves,solves,dis,prefix,3.0,0.1741718202829361
motorist,motor,ist,suffix,3.07,0.17434561252593994
overcast,cast,over,prefix,3.05,0.1744087189435959
successive,success,ive,suffix,3.85,0.17464114725589752
revocation,vocation,re,prefix,2.93,0.1748131662607193
preorder,order,pre,prefix,3.03,0.17506934702396393
resorting,sorting,re,prefix,3.16,0.17545929551124573
supernova,nova,super,prefix,3.13,0.17557330429553986
allowable,allow,able,suffix,2.97,0.17558881640434265
foresight,sight,fore,prefix,3.16,0.17563651502132416
reliving,living,re,prefix,2.84,0.17564280331134796
dispositions,positions,dis,prefix,2.69,0.17600835859775543
overbearing,bearing,over,prefix,2.91,0.17620748281478882
reworking,working,re,prefix,2.89,0.17642274498939514
universalist,universal,ist,suffix,2.63,0.1766805499792099
speciality,special,ity,suffix,3.14,0.17690110206604004
internationals,nationals,inter,prefix,3.09,0.1770893782377243
reacts,acts,re,prefix,3.57,0.17711453139781952
remediation,remedy,ation,suffix,3.03,0.17749229073524475
refraction,fraction,re,prefix,2.77,0.17756032943725586
outsmart,smart,out,prefix,2.67,0.17804424464702606
interviews,views,inter,prefix,4.36,0.17808282375335693
exceptionalism,exceptional,ism,suffix,2.66,0.17867091298103333
represented,presented,re,prefix,4.53,0.1788836419582367
discouragement,discourage,ment,suffix,2.53,0.18026414513587952
prospective,prospect,ive,suffix,3.87,0.18030740320682526
supercell,cell,super,prefix,2.55,0.1803748458623886
copious,copy,ous,suffix,3.1,0.18046194314956665
resolutions,solutions,re,prefix,3.7,0.1807427704334259
overkill,kill,over,prefix,2.98,0.1808142066001892
overpowered,powered,over,prefix,3.0,0.1808168590068817
discontinuing,continuing,dis,prefix,2.58,0.1809258759021759
presets,sets,pre,prefix,2.65,0.18113350868225098
devious,devi,ous,suffix,3.03,0.18136225640773773
recover,cover,re,prefix,4.29,0.18153999745845795
recall,call,re,prefix,4.4,0.18165768682956696
methodism,method,ism,suffix,2.5,0.18169964849948883
disappointment,appointment,dis,prefix,4.01,0.1817801296710968
directive,direct,ive,suffix,3.71,0.18198297917842865
dissolution,solution,dis,prefix,3.61,0.18198652565479279
researched,searched,re,prefix,3.56,0.18227040767669678
disappoints,appoints,dis,prefix,2.76,0.1823093146085739
fistful,fist,ful,suffix,2.58,0.1826600730419159
objectionable,objection,able,suffix,3.07,0.18432989716529846
receivership,receiver,ship,suffix,2.74,0.18496458232402802
overlaid,laid,over,prefix,2.78,0.1851791888475418
abortive,abort,ive,suffix,2.67,0.18539394438266754
remain,main,re,prefix,4.83,0.18599484860897064
undisputed,disputed,un,prefix,3.26,0.18599702417850494
defenceless,defence,less,suffix,2.82,0.18609477579593658
supersport,sport,super,prefix,2.69,0.1862318515777588
overthrew,threw,over,prefix,2.88,0.1864853799343109
discharges,charges,dis,prefix,3.06,0.18704047799110413
resets,sets,re,prefix,2.65,0.18741881847381592
mirrorless,mirror,less,suffix,2.53,0.18759264051914215
misfits,fits,mis,prefix,3.04,0.1880740523338318
unionization,ionization,un,prefix,2.6,0.1882621943950653
undercurrent,current,under,prefix,2.67,0.18888983130455017
weightless,weight,less,suffix,2.65,0.1890314817428589
disengagement,engagement,dis,prefix,2.72,0.1890963464975357
discourses,courses,dis,prefix,2.97,0.18926744163036346
dualism,dual,ism,suffix,2.6,0.18959136307239532
interviewing,viewing,inter,prefix,3.62,0.18976350128650665
refunding,funding,re,prefix,2.5,0.18986034393310547
outside,side,out,prefix,5.25,0.19066466391086578
conductive,conduct,ive,suffix,3.06,0.19071568548679352
undergone,gone,under,prefix,3.58,0.190724179148674
connective,connect,ive,suffix,3.01,0.19078825414180756
reformer,former,re,prefix,3.13,0.19086454808712006
capitalist,capital,ist,suffix,3.79,0.19163517653942108
multinationals,nationals,multi,prefix,2.75,0.19189736247062683
superfast,fast,super,prefix,2.69,0.19224843382835388
recollect,collect,re,prefix,2.69,0.1926029622554779
recite,cite,re,prefix,3.28,0.19274643063545227
presentable,present,able,suffix,2.81,0.192977637052536
interchangeable,interchange,able,suffix,3.28,0.19301289319992065
disappointments,appointments,dis,prefix,3.12,0.19307374954223633
intersectional,sectional,inter,prefix,2.51,0.19332964718341827
thankless,thank,less,suffix,2.61,0.19335409998893738
progressive,progress,ive,suffix,4.34,0.19338040053844452
overlying,lying,over,prefix,2.61,0.19360902905464172
unfold,fold,un,prefix,3.45,0.1936911642551422
preorders,orders,pre,prefix,2.57,0.19371554255485535
unsung,sung,un,prefix,2.91,0.19389700889587402
unhinged,hinged,un,prefix,3.02,0.19411815702915192
foundation,found,ation,suffix,4.81,0.1942610889673233
likeable,like,able,suffix,3.02,0.19426622986793518
driverless,driver,less,suffix,2.82,0.194443941116333
reviewing,viewing,re,prefix,3.92,0.1947028636932373
regeneration,generation,re,prefix,3.61,0.19482317566871643
overturning,turning,over,prefix,2.84,0.19510087370872498
transferable,transfer,able,suffix,3.06,0.19598326086997986
authentication,authentic,ation,suffix,3.35,0.19681310653686523
remover,mover,re,prefix,2.98,0.19689783453941345
unfolds,folds,un,prefix,3.15,0.1969335675239563
damnation,damn,ation,suffix,2.95,0.1973850429058075
rephrase,phrase,re,prefix,2.83,0.19803211092948914
overthrowing,throwing,over,prefix,2.76,0.19818273186683655
overridden,ridden,over,prefix,2.61,0.1982826143503189
careless,care,less,suffix,3.6,0.19851644337177277
federalism,federal,ism,suffix,2.98,0.1987777054309845
handful,hand,ful,suffix,4.11,0.19939613342285156
overlays,lays,over,prefix,2.69,0.1995592564344406
neighbourhood,neighbour,hood,suffix,3.94,0.1998547911643982
extractive,extract,ive,suffix,2.57,0.20018921792507172
disquiet,quiet,dis,prefix,2.5,0.20064932107925415
disqualifying,qualifying,dis,prefix,2.58,0.20071463286876678
reagent,agent,re,prefix,2.88,0.20097993314266205
operation,opera,tion,suffix,4.92,0.20169322192668915
interdisciplinary,disciplinary,inter,prefix,3.39,0.20195503532886505
outright,right,out,prefix,3.83,0.2023131549358368
seamless,seam,less,suffix,3.31,0.20277877151966095
passable,pass,able,suffix,2.8,0.2029598206281662
restful,rest,ful,suffix,2.75,0.20339561998844147
collectible,collect,ible,suffix,3.14,0.20396213233470917
overhang,hang,over,prefix,2.79,0.20398156344890594
overhauled,hauled,over,prefix,2.9,0.20399363338947296
redraw,draw,re,prefix,2.62,0.20404838025569916
technicality,technical,ity,suffix,2.83,0.20424705743789673
unjust,just,un,prefix,3.43,0.20562651753425598
fruitless,fruit,less,suffix,3.04,0.2058129608631134
wordless,word,less,suffix,2.57,0.20590120553970337
undercover,cover,under,prefix,3.77,0.20613819360733032
teachable,teach,able,suffix,2.53,0.20639246702194214
underrepresented,represented,under,prefix,2.91,0.2064240723848343
recollections,collections,re,prefix,3.04,0.20675352215766907
uneven,even,un,prefix,3.55,0.2069522887468338
review,view,re,prefix,5.12,0.20761848986148834
unborn,born,un,prefix,3.37,0.2076958417892456
internalize,internal,ize,suffix,2.54,0.20802059769630432
reproduction,production,re,prefix,3.79,0.20811235904693604
interchanges,changes,inter,prefix,2.51,0.2081429362297058
disappearance,appearance,dis,prefix,3.74,0.20899198949337006
remodel,model,re,prefix,2.92,0.209372878074646
globalism,global,ism,suffix,2.58,0.20949997007846832
preview,view,pre,prefix,3.96,0.21003277599811554
bashful,bash,ful,suffix,2.54,0.21012835204601288
resigning,signing,re,prefix,3.26,0.21013808250427246
alienation,alien,ation,suffix,3.16,0.21089236438274384
individualist,individual,ist,suffix,2.55,0.21090815961360931
apartment,apart,ment,suffix,4.65,0.21096794307231903
overboard,board,over,prefix,3.43,0.21111731231212616
actionable,action,able,suffix,3.0,0.21140089631080627
rearrangement,arrangement,re,prefix,2.72,0.2115693986415863
undoing,doing,un,prefix,3.08,0.2117130160331726
recalls,calls,re,prefix,3.67,0.21259602904319763
preserves,serves,pre,prefix,3.36,0.2133190631866455
uncalled,called,un,prefix,2.85,0.21344414353370667
liquidity,liquid,ity,suffix,3.45,0.21357883512973785
promotion,promo,tion,suffix,4.41,0.2139904797077179
repeatable,repeat,able,suffix,2.69,0.2140246480703354
remade,made,re,prefix,3.01,0.2141953557729721
unwanted,wanted,un,prefix,3.78,0.2149779051542282
hydration,hydra,tion,suffix,3.18,0.21553301811218262
wholeness,whole,ness,suffix,2.63,0.21569018065929413
displacements,placements,dis,prefix,2.52,0.21575051546096802
prejudicial,judicial,pre,prefix,2.7,0.21615001559257507
unfolding,folding,un,prefix,3.33,0.21617284417152405
outgrowth,growth,out,prefix,2.64,0.21721555292606354
overview,view,over,prefix,4.11,0.21732528507709503
enviable,envy,able,suffix,2.87,0.21765395998954773
colonize,colon,ize,suffix,2.78,0.2177843451499939
discounting,counting,dis,prefix,3.0,0.21789929270744324
prescott,scott,pre,prefix,3.42,0.21835556626319885
underground,ground,under,prefix,4.32,0.2185368835926056
discipleship,disciple,ship,suffix,2.5,0.21855716407299042
relive,live,re,prefix,3.24,0.21875900030136108
unbroken,broken,un,prefix,3.22,0.21896766126155853
adventist,advent,ist,suffix,2.79,0.21905508637428284
remake,make,re,prefix,3.79,0.21905957162380219
researches,searches,re,prefix,3.2,0.21919696033000946
ravenous,raven,ous,suffix,2.76,0.21936585009098053
reinvestment,investment,re,prefix,2.75,0.21951863169670105
unless,less,un,prefix,4.98,0.2195991724729538
overdrive,drive,over,prefix,3.18,0.21968026459217072
recharge,charge,re,prefix,3.4,0.21979941427707672
bottomless,bottom,less,suffix,2.96,0.22027964890003204
cordless,cord,less,suffix,2.73,0.22063246369361877
merciless,mercy,less,suffix,3.04,0.22109946608543396
zionist,zion,ist,suffix,3.4,0.22114607691764832
capitalism,capital,ism,suffix,3.97,0.2214033603668213
visitation,visit,ation,suffix,3.34,0.22231027483940125
retrospective,retrospect,ive,suffix,3.48,0.2224111258983612
plantation,plant,ation,suffix,3.72,0.2224511057138443
regroup,group,re,prefix,3.06,0.22249802947044373
mindfulness,mindful,ness,suffix,3.41,0.22280313074588776
specialize,special,ize,suffix,3.28,0.223584845662117
wishful,wish,ful,suffix,3.11,0.2241506427526474
exhaustive,exhaust,ive,suffix,3.3,0.22421975433826447
generalize,general,ize,suffix,2.91,0.22432874143123627
respectable,respect,able,suffix,3.71,0.22443220019340515
resounding,sounding,re,prefix,3.03,0.22464963793754578
winnable,winn,able,suffix,2.54,0.22505569458007812
battleship,battle,ship,suffix,3.15,0.22508589923381805
intercity,city,inter,prefix,2.66,0.22509753704071045
starship,star,ship,suffix,3.26,0.22510020434856415
interbank,bank,inter,prefix,2.55,0.2252182960510254
lifeless,life,less,suffix,3.23,0.22523459792137146
capitalize,capital,ize,suffix,3.34,0.2259657233953476
disgrace,grace,dis,prefix,3.73,0.2265859693288803
perishable,perish,able,suffix,2.8,0.22698141634464264
refresh,fresh,re,prefix,3.65,0.22751282155513763
replaceable,replace,able,suffix,2.92,0.22758448123931885
hideous,hide,ous,suffix,3.45,0.22759635746479034
replaced,placed,re,prefix,4.55,0.2279413789510727
disenchanted,enchanted,dis,prefix,2.66,0.22815558314323425
regenerated,generated,re,prefix,2.76,0.22843614220619202
nonstop,stop,non,prefix,3.37,0.22879818081855774
speechless,speech,less,suffix,3.26,0.22915144264698029
disability,ability,dis,prefix,4.21,0.2296009659767151
festive,fest,ive,suffix,3.58,0.229803666472435
personhood,person,hood,suffix,2.76,0.23005090653896332
faithless,faith,less,suffix,2.69,0.2301105558872223
supernatural,natural,super,prefix,3.89,0.23075354099273682
unclaimed,claimed,un,prefix,2.94,0.23080570995807648
amusement,amuse,ment,suffix,3.74,0.2309744656085968
interacts,acts,inter,prefix,3.21,0.2311505824327469
convertible,convert,ible,suffix,3.55,0.23131494224071503
entertainment,entertain,ment,suffix,4.6,0.23153041303157806
misdirection,direction,mis,prefix,2.61,0.23166599869728088
reorganization,organization,re,prefix,3.33,0.2317093461751938
unkind,kind,un,prefix,2.99,0.23198513686656952
obstructive,obstruct,ive,suffix,2.96,0.23214228451251984
multilateral,lateral,multi,prefix,3.1,0.23216676712036133
unoriginal,original,un,prefix,2.56,0.23263509571552277
regrouping,grouping,re,prefix,2.54,0.23282639682292938
reboot,boot,re,prefix,3.54,0.23317214846611023
removed,moved,re,prefix,4.79,0.2331750988960266
uncovering,covering,un,prefix,3.05,0.23379699885845184
effortless,effort,less,suffix,3.14,0.2340187132358551
digestive,digest,ive,suffix,3.46,0.23403486609458923
finality,final,ity,suffix,2.62,0.23405461013317108
restarting,starting,re,prefix,2.92,0.2341836839914322
assistive,assist,ive,suffix,2.58,0.2345278114080429
underside,side,under,prefix,3.24,0.23487386107444763
pretending,tending,pre,prefix,4.06,0.23508727550506592
underperformed,performed,under,prefix,2.51,0.23528914153575897
spiteful,spite,ful,suffix,2.92,0.23539230227470398
expressionist,expression,ist,suffix,2.53,0.23547308146953583
repossessed,possessed,re,prefix,2.55,0.23560629785060883
defenseless,defense,less,suffix,3.05,0.23575209081172943
overstepped,stepped,over,prefix,2.53,0.23579786717891693
soundness,sound,ness,suffix,2.56,0.23622126877307892
misrepresent,represent,mis,prefix,2.65,0.23635467886924744
productive,product,ive,suffix,4.22,0.23651599884033203
counterbalance,balance,counter,prefix,2.74,0.23669032752513885
revisiting,visiting,re,prefix,3.0,0.2368164211511612
unreserved,reserved,un,prefix,2.54,0.2370259016752243
stewardship,steward,ship,suffix,3.22,0.2371356338262558
unblock,block,un,prefix,2.72,0.23724666237831116
nothingness,nothing,ness,suffix,2.97,0.23756666481494904
overheat,heat,over,prefix,2.7,0.2375878542661667
reviewed,viewed,re,prefix,4.23,0.2378644198179245
regardless,regard,less,suffix,4.48,0.23794294893741608
penniless,penny,less,suffix,2.85,0.23803730309009552
displacing,placing,dis,prefix,2.9,0.23829445242881775
remodeling,modeling,re,prefix,3.16,0.23829510807991028
humanist,human,ist,suffix,3.07,0.23841151595115662
respite,spite,re,prefix,3.18,0.23881202936172485
organism,organ,ism,suffix,3.59,0.23903918266296387
recalling,calling,re,prefix,3.38,0.23943376541137695
misguided,guided,mis,prefix,3.42,0.23969462513923645
represent,present,re,prefix,4.58,0.24004167318344116
counterculture,culture,counter,prefix,2.58,0.24028851091861725
expandable,expand,able,suffix,2.72,0.24075236916542053
understand,stand,under,prefix,5.37,0.24084042012691498
calvinist,calvin,ist,suffix,2.64,0.24086815118789673
homeless,home,less,suffix,4.26,0.24102026224136353
unwinding,winding,un,prefix,2.62,0.2412882000207901
representations,presentations,re,prefix,3.67,0.2414086014032364
motionless,motion,less,suffix,2.97,0.24173907935619354
imperialist,imperial,ist,suffix,3.14,0.24176999926567078
unattached,attached,un,prefix,2.68,0.24191676080226898
localize,local,ize,suffix,2.53,0.24205031991004944
overtaken,taken,over,prefix,3.14,0.2421138733625412
unhurt,hurt,un,prefix,2.52,0.24290332198143005
understands,stands,under,prefix,4.13,0.24290621280670166
materialism,material,ism,suffix,3.05,0.24294625222682953
transplant,plant,trans,prefix,3.76,0.24299775063991547
stainless,stain,less,suffix,3.76,0.24311000108718872
foldable,fold,able,suffix,2.62,0.24347683787345886
regularity,regular,ity,suffix,3.03,0.2435290515422821
rekindle,kindle,re,prefix,2.71,0.24379950761795044
possessive,possess,ive,suffix,3.17,0.2438238561153412
injectable,inject,able,suffix,2.6,0.2438891977071762
interlaced,laced,inter,prefix,2.52,0.24399274587631226
underpinning,pinning,under,prefix,2.88,0.24416041374206543
healthful,health,ful,suffix,2.8,0.24422688782215118
recites,cites,re,prefix,2.64,0.24440111219882965
neighborhood,neighbor,hood,suffix,4.5,0.2444186806678772
redirected,directed,re,prefix,3.02,0.24522387981414795
unspoken,spoken,un,prefix,3.17,0.2452462762594223
unbeaten,beaten,un,prefix,3.36,0.24561172723770142
reworked,worked,re,prefix,3.11,0.24587216973304749
fruitful,fruit,ful,suffix,3.3,0.2459406852722168
answerable,answer,able,suffix,2.69,0.24640591442584991
removing,moving,re,prefix,4.26,0.24658557772636414
hardship,hard,ship,suffix,3.56,0.24661390483379364
reactivity,activity,re,prefix,2.89,0.24666476249694824
receded,ceded,re,prefix,2.78,0.2466874122619629
uncooperative,cooperative,un,prefix,2.65,0.24692833423614502
dutiful,duty,ful,suffix,2.63,0.2470865100622177
transfusion,fusion,trans,prefix,3.13,0.24716491997241974
disinfection,infection,dis,prefix,2.67,0.24750937521457672
impressionable,impression,able,suffix,2.85,0.2475746124982834
disgraceful,graceful,dis,prefix,3.33,0.24780046939849854
disappeared,appeared,dis,prefix,4.26,0.24784532189369202
undoubted,doubted,un,prefix,2.61,0.24786515533924103
sizeable,size,able,suffix,3.23,0.24828141927719116
restored,stored,re,prefix,4.12,0.2484075278043747
marketable,market,able,suffix,3.06,0.24903146922588348
preoccupation,occupation,pre,prefix,2.87,0.2490648329257965
refreshment,refresh,ment,suffix,2.94,0.24960748851299286
transmutation,mutation,trans,prefix,2.57,0.24964076280593872
reminds,minds,re,prefix,4.22,0.24971230328083038
superhuman,human,super,prefix,3.11,0.24979279935359955
merriment,merry,ment,suffix,2.51,0.25011685490608215
resources,sources,re,prefix,4.91,0.2504209280014038
regenerating,generating,re,prefix,2.78,0.2508801519870758
dismount,mount,dis,prefix,2.61,0.25099724531173706
reflux,flux,re,prefix,2.99,0.2514900267124176
overlooks,looks,over,prefix,3.12,0.2518962025642395
specialist,special,ist,suffix,4.28,0.25194230675697327
transplants,plants,trans,prefix,3.15,0.25229743123054504
sisterhood,sister,hood,suffix,2.96,0.2525874674320221
misplaced,placed,mis,prefix,3.39,0.2526942193508148
monetize,monet,ize,suffix,2.81,0.25297853350639343
virginity,virgin,ity,suffix,3.48,0.25349992513656616
impressive,impress,ive,suffix,4.47,0.2537715435028076
outperformed,performed,out,prefix,2.78,0.2538805902004242
undocumented,documented,un,prefix,3.44,0.25408002734184265
interplay,play,inter,prefix,3.15,0.25442513823509216
outlying,lying,out,prefix,3.07,0.254709929227829
unseat,seat,un,prefix,2.59,0.25475892424583435
rebooted,booted,re,prefix,2.74,0.25481218099594116
handedness,handed,ness,suffix,2.55,0.25491559505462646
overactive,active,over,prefix,2.5,0.2550164461135864
overpowering,powering,over,prefix,2.98,0.25539901852607727
undergoes,goes,under,prefix,3.19,0.25540801882743835
brainless,brain,less,suffix,2.75,0.2554909586906433
zionism,zion,ism,suffix,3.1,0.25561535358428955
outpost,post,out,prefix,3.39,0.2563287019729614
overshadow,shadow,over,prefix,2.71,0.2565349042415619
regrouped,grouped,re,prefix,2.55,0.2567533552646637
dispossessed,possessed,dis,prefix,2.75,0.2569611072540283
multilevel,level,multi,prefix,2.54,0.257242888212204
endangerment,endanger,ment,suffix,2.67,0.25737616419792175
dismisses,misses,dis,prefix,3.1,0.2578044533729553
overtakes,takes,over,prefix,2.58,0.257815957069397
restoring,storing,re,prefix,3.72,0.25782275199890137
retold,told,re,prefix,2.57,0.25783005356788635
punishable,punish,able,suffix,3.3,0.2579801380634308
renewable,renew,able,suffix,3.91,0.2583370506763458
mouthful,mouth,ful,suffix,3.01,0.25890201330184937
mistaking,taking,mis,prefix,3.01,0.258911669254303
replaying,playing,re,prefix,2.75,0.25925326347351074
interagency,agency,inter,prefix,2.7,0.2598291337490082
americanism,american,ism,suffix,2.56,0.26086899638175964
