word,root,affix,side,zipf,comp
islamism,islam,ism,suffix,2.65,0.499149888753891
disagreement,disagree,ment,suffix,3.66,0.5003830194473267
reincarnation,incarnation,re,prefix,3.15,0.5005521774291992
prerequisite,requisite,pre,prefix,3.24,0.5006677508354187
randomness,random,ness,suffix,2.9,0.5012197494506836
interplanetary,planetary,inter,prefix,2.82,0.5012581944465637
hazardous,hazard,ous,suffix,3.71,0.5012779831886292
coolness,cool,ness,suffix,2.82,0.5013741850852966
disrespecting,respecting,dis,prefix,2.91,0.5014174580574036
ruinous,ruin,ous,suffix,2.69,0.501508355140686
ridiculousness,ridiculous,ness,suffix,2.56,0.5017867684364319
tranquility,tranquil,ity,suffix,3.02,0.5019568800926208
arsonist,arson,ist,suffix,2.59,0.5020390152931213
unmodified,modified,un,prefix,2.59,0.5020893812179565
publicize,public,ize,suffix,2.86,0.502187192440033
unconnected,connected,un,prefix,2.83,0.5022446513175964
decoration,decor,ation,suffix,3.82,0.5023196935653687
reformist,reform,ist,suffix,2.92,0.5029179453849792
unqualified,qualified,un,prefix,3.19,0.5030379891395569
softness,soft,ness,suffix,2.99,0.5034430623054504
unimaginable,imaginable,un,prefix,3.15,0.5035916566848755
readable,read,able,suffix,3.29,0.5038319826126099
heroism,hero,ism,suffix,3.26,0.5038387775421143
bisexuality,bisexual,ity,suffix,2.66,0.5042054653167725
unverified,verified,un,prefix,2.72,0.5043616890907288
unconditional,conditional,un,prefix,3.49,0.5043994188308716
relaunched,launched,re,prefix,2.67,0.5044395923614502
loyalist,loyal,ist,suffix,3.03,0.5045433640480042
undisclosed,disclosed,un,prefix,3.37,0.5046118497848511
multiracial,racial,multi,prefix,2.63,0.5046188831329346
craziness,crazy,ness,suffix,3.1,0.5049386620521545
remixes,mixes,re,prefix,3.09,0.5050081610679626
treatable,treat,able,suffix,2.85,0.505326509475708
recreate,create,re,prefix,3.52,0.505548894405365
fatality,fatal,ity,suffix,3.16,0.5063601136207581
likelihood,likely,hood,suffix,3.91,0.5064191222190857
laziness,lazy,ness,suffix,3.17,0.5064861178398132
personalize,personal,ize,suffix,2.69,0.5067569017410278
overweight,weight,over,prefix,3.74,0.5068461894989014
reconsideration,consideration,re,prefix,2.65,0.5068484544754028
unprepared,prepared,un,prefix,3.27,0.5069814920425415
unlike,like,un,prefix,4.57,0.5070065259933472
disproportionate,proportionate,dis,prefix,3.34,0.5071379542350769
prefrontal,frontal,pre,prefix,2.82,0.5075165629386902
mysticism,mystic,ism,suffix,3.07,0.5077313184738159
superpowers,powers,super,prefix,3.14,0.5082112550735474
truthful,truth,ful,suffix,3.42,0.5085319876670837
redevelopment,development,re,prefix,3.44,0.5085971355438232
undrafted,drafted,un,prefix,2.66,0.5086296796798706
specificity,specific,ity,suffix,3.22,0.5089849233627319
environmentalism,environmental,ism,suffix,2.69,0.5090082287788391
undetected,detected,un,prefix,3.03,0.5093756914138794
constitutionality,constitutional,ity,suffix,2.94,0.5093921422958374
conformity,conform,ity,suffix,3.2,0.5096780061721802
refill,fill,re,prefix,3.24,0.5099593997001648
nastiness,nasty,ness,suffix,2.58,0.5102108716964722
renamed,named,re,prefix,3.54,0.5105845332145691
neutrality,neutral,ity,suffix,3.67,0.5110751390457153
soloist,solo,ist,suffix,3.0,0.5111883878707886
transmembrane,membrane,trans,prefix,2.51,0.5114317536354065
unregistered,registered,un,prefix,3.03,0.5115246176719666
powerlessness,powerless,ness,suffix,2.53,0.5115445852279663
spaceship,space,ship,suffix,3.36,0.5116720795631409
disconnected,connected,dis,prefix,3.52,0.5121216773986816
jihadist,jihad,ist,suffix,2.96,0.5121235847473145
acidity,acid,ity,suffix,3.2,0.5121948719024658
reorganize,organize,re,prefix,2.8,0.5122281312942505
reclaim,claim,re,prefix,3.44,0.5128270983695984
delightful,delight,ful,suffix,3.77,0.5129029154777527
unaffected,affected,un,prefix,3.34,0.5130553841590881
overdoses,doses,over,prefix,2.75,0.513177752494812
unfiltered,filtered,un,prefix,2.86,0.513187050819397
knighthood,knight,hood,suffix,2.89,0.5135200619697571
rationalize,rational,ize,suffix,2.89,0.5135678648948669
undiagnosed,diagnosed,un,prefix,2.78,0.5136004686355591
preeminent,eminent,pre,prefix,2.79,0.513660728931427
overheard,heard,over,prefix,3.4,0.5136755108833313
outflows,flows,out,prefix,2.57,0.5141108632087708
mistreated,treated,mis,prefix,3.05,0.5141109228134155
refinement,refine,ment,suffix,3.2,0.5144299864768982
richness,rich,ness,suffix,3.26,0.5146526098251343
interconnect,connect,inter,prefix,2.7,0.5146835446357727
unpublished,published,un,prefix,3.41,0.5150931477546692
internationally,nationally,inter,prefix,3.95,0.5153114795684814
modernity,modern,ity,suffix,3.25,0.5157744884490967
lawlessness,lawless,ness,suffix,2.91,0.515910804271698
momentous,moment,ous,suffix,3.11,0.5162022113800049
redistribute,distribute,re,prefix,2.77,0.5165427923202515
formation,form,ation,suffix,4.49,0.5168278813362122
hobbyist,hobby,ist,suffix,2.57,0.5170002579689026
overflowed,flowed,over,prefix,2.58,0.5170766115188599
electricity,electric,ity,suffix,4.43,0.5171347260475159
faithfulness,faithful,ness,suffix,3.0,0.5171734690666199
functionality,functional,ity,suffix,3.7,0.5172288417816162
dishonorable,honorable,dis,prefix,2.68,0.5175637602806091
untreated,treated,un,prefix,3.33,0.517715573310852
unsaturated,saturated,un,prefix,2.71,0.5184257626533508
uneducated,educated,un,prefix,3.24,0.5188233852386475
effective,effect,ive,suffix,4.89,0.5189059972763062
unfair,fair,un,prefix,4.17,0.5190531611442566
honorable,honor,able,suffix,3.81,0.5190743803977966
mentorship,mentor,ship,suffix,2.84,0.5190868377685547
humanity,human,ity,suffix,4.32,0.5194036364555359
reapply,apply,re,prefix,2.69,0.5194177627563477
reassurance,assurance,re,prefix,3.27,0.5197302103042603
multimodal,modal,multi,prefix,2.54,0.5197458267211914
unbelievers,believers,un,prefix,2.67,0.5198034048080444
appropriateness,appropriate,ness,suffix,2.76,0.5206588506698608
unranked,ranked,un,prefix,2.57,0.5216554999351501
underwear,wear,under,prefix,3.96,0.5220621228218079
reprint,print,re,prefix,3.39,0.522742509841919
backward,back,ward,suffix,3.71,0.5235508680343628
undamaged,damaged,un,prefix,2.8,0.5235609412193298
dishonesty,honesty,dis,prefix,3.17,0.5241943001747131
fashionable,fashion,able,suffix,3.65,0.5242689847946167
womanhood,woman,hood,suffix,2.88,0.5243812203407288
redefined,defined,re,prefix,2.99,0.5243967175483704
conceptualize,conceptual,ize,suffix,2.59,0.5250325202941895
outbuildings,buildings,out,prefix,2.73,0.5251994729042053
reconstruct,construct,re,prefix,3.22,0.5258088111877441
unrestricted,restricted,un,prefix,3.27,0.5258298516273499
marxism,marx,ism,suffix,3.35,0.5260953903198242
tiredness,tired,ness,suffix,2.92,0.5265114903450012
unwarranted,warranted,un,prefix,3.11,0.5269040465354919
misfortune,fortune,mis,prefix,3.38,0.5269843935966492
untidy,tidy,un,prefix,2.61,0.5270571112632751
unfortunate,fortunate,un,prefix,4.12,0.5271852016448975
unpopularity,popularity,un,prefix,2.62,0.527690589427948
traceable,trace,able,suffix,2.8,0.5279623866081238
eccentricity,eccentric,ity,suffix,2.84,0.5283650755882263
profitable,profit,able,suffix,4.03,0.5284111499786377
reuniting,uniting,re,prefix,2.95,0.5287184715270996
bilingualism,bilingual,ism,suffix,2.65,0.5287331938743591
intergenerational,generational,inter,prefix,2.73,0.5287622213363647
unreleased,released,un,prefix,3.24,0.5292589068412781
uncoordinated,coordinated,un,prefix,2.5,0.5292888879776001
satanism,satan,ism,suffix,2.55,0.5294116139411926
superstore,store,super,prefix,2.66,0.5295538306236267
entrepreneurship,entrepreneur,ship,suffix,3.57,0.5301777124404907
customize,custom,ize,suffix,3.27,0.5302252173423767
repaying,paying,re,prefix,2.67,0.5302636623382568
unpredictable,predictable,un,prefix,3.68,0.5304359197616577
transgender,gender,trans,prefix,3.91,0.5309252738952637
reflective,reflect,ive,suffix,3.58,0.5311224460601807
alertness,alert,ness,suffix,2.75,0.5313146710395813
peaceful,peace,ful,suffix,4.28,0.5314944386482239
disobedient,obedient,dis,prefix,2.67,0.531620979309082
overcoat,coat,over,prefix,2.77,0.531695544719696
fluidity,fluid,ity,suffix,2.9,0.5318261384963989
friendliness,friendly,ness,suffix,2.93,0.5318551659584045
rediscovered,discovered,re,prefix,2.98,0.5320488214492798
manifestation,manifest,ation,suffix,3.43,0.5322669744491577
modernist,modern,ist,suffix,3.21,0.5325977802276611
undesired,desired,un,prefix,2.55,0.5327338576316833
frugality,frugal,ity,suffix,2.52,0.532906174659729
repositioning,positioning,re,prefix,2.63,0.5330337285995483
christianity,christian,ity,suffix,4.19,0.5334504842758179
preschool,school,pre,prefix,3.51,0.533841073513031
unsuccessfully,successfully,un,prefix,3.28,0.5340359807014465
radicalism,radical,ism,suffix,2.89,0.5349155068397522
discernible,discern,ible,suffix,2.97,0.5349791049957275
unconventional,conventional,un,prefix,3.42,0.5350191593170166
cancerous,cancer,ous,suffix,3.15,0.5350396633148193
helplessness,helpless,ness,suffix,2.91,0.53514164686203
perilous,peril,ous,suffix,3.18,0.5353963375091553
unhealthy,healthy,un,prefix,3.72,0.5357905030250549
noncommercial,commercial,non,prefix,2.64,0.5364881157875061
fanaticism,fanatic,ism,suffix,2.73,0.5364893078804016
acceptable,accept,able,suffix,4.27,0.5367869138717651
obtainable,obtain,able,suffix,3.07,0.5368102192878723
unimpressed,impressed,un,prefix,2.92,0.5381265878677368
helpful,help,ful,suffix,4.43,0.5392096042633057
timeliness,timely,ness,suffix,2.67,0.5397642254829407
modernism,modern,ism,suffix,3.13,0.5398839712142944
usefulness,useful,ness,suffix,3.33,0.5400559902191162
unsupervised,supervised,un,prefix,2.92,0.5403406023979187
unpacking,packing,un,prefix,2.89,0.5404110550880432
concealment,conceal,ment,suffix,2.92,0.5411731600761414
overreacted,reacted,over,prefix,2.69,0.5417612791061401
unjustifiable,justifiable,un,prefix,2.6,0.5425455570220947
repaid,paid,re,prefix,3.29,0.54300856590271
unload,load,un,prefix,3.24,0.5431365370750427
censorship,censor,ship,suffix,3.85,0.5431665182113647
organist,organ,ist,suffix,2.91,0.5433240532875061
lyricism,lyric,ism,suffix,2.63,0.5440622568130493
unofficial,official,un,prefix,3.66,0.5443609952926636
ethnicity,ethnic,ity,suffix,3.73,0.5444028377532959
regained,gained,re,prefix,3.49,0.5444740653038025
undertake,take,under,prefix,3.73,0.5452197194099426
immortality,immortal,ity,suffix,3.41,0.5455196499824524
reconstructing,constructing,re,prefix,2.79,0.5456372499465942
discontinuous,continuous,dis,prefix,2.64,0.5457291007041931
superhero,hero,super,prefix,3.85,0.54574054479599
foreseeable,foresee,able,suffix,3.34,0.5462173819541931
friendship,friend,ship,suffix,4.39,0.546744167804718
preseason,season,pre,prefix,3.65,0.5470708608627319
justifiable,justify,able,suffix,3.14,0.5471257567405701
secretive,secret,ive,suffix,3.26,0.5472309589385986
disagreeing,agreeing,dis,prefix,2.9,0.5477706789970398
attractive,attract,ive,suffix,4.53,0.5490085482597351
documentation,document,ation,suffix,3.95,0.5490987300872803
plentiful,plenty,ful,suffix,3.36,0.5493176579475403
reinvest,invest,re,prefix,2.6,0.5510150790214539
repaint,paint,re,prefix,2.61,0.5510776042938232
supermodel,model,super,prefix,3.1,0.551146388053894
disagreeable,agreeable,dis,prefix,2.73,0.5513975620269775
vocalist,vocal,ist,suffix,3.4,0.5514179468154907
unrecognized,recognized,un,prefix,2.85,0.5519222021102905
rebranded,branded,re,prefix,2.93,0.552227795124054
countermeasures,measures,counter,prefix,2.89,0.5525665283203125
fondness,fond,ness,suffix,3.14,0.5527193546295166
merciful,mercy,ful,suffix,3.27,0.5529559254646301
preclinical,clinical,pre,prefix,2.61,0.5533632636070251
adulthood,adult,hood,suffix,3.6,0.5535159111022949
undefined,defined,un,prefix,3.04,0.5535712838172913
misbehave,behave,mis,prefix,2.51,0.5539627075195312
dissatisfaction,satisfaction,dis,prefix,3.32,0.5541544556617737
reloading,loading,re,prefix,2.77,0.554884672164917
motherhood,mother,hood,suffix,3.37,0.5549893975257874
unfairness,unfair,ness,suffix,2.81,0.5552279949188232
reunite,unite,re,prefix,3.37,0.5553428530693054
unfriendly,friendly,un,prefix,3.1,0.5553488731384277
boldness,bold,ness,suffix,2.9,0.5555391311645508
homelessness,homeless,ness,suffix,3.43,0.555648684501648
vagueness,vague,ness,suffix,2.58,0.5557289123535156
reinventing,inventing,re,prefix,2.84,0.5561012625694275
gentleness,gentle,ness,suffix,2.77,0.556348443031311
darkness,dark,ness,suffix,4.3,0.5565484166145325
mindedness,minded,ness,suffix,2.86,0.5567914247512817
childhood,child,hood,suffix,4.51,0.5570930242538452
multicultural,cultural,multi,prefix,3.39,0.5576573610305786
unconfirmed,confirmed,un,prefix,3.03,0.5576971769332886
misinformed,informed,mis,prefix,2.91,0.5577666759490967
consciousness,conscious,ness,suffix,4.13,0.5578132271766663
misunderstand,understand,mis,prefix,3.15,0.5579418540000916
unmanageable,manageable,un,prefix,2.68,0.5580326318740845
unsophisticated,sophisticated,un,prefix,2.57,0.5580987334251404
reactivated,activated,re,prefix,2.7,0.5581183433532715
unsafe,safe,un,prefix,3.67,0.5588311553001404
undersecretary,secretary,under,prefix,2.82,0.560204803943634
fairness,fair,ness,suffix,3.77,0.5602583885192871
disrespectful,respectful,dis,prefix,3.64,0.5606104731559753
unnecessary,necessary,un,prefix,4.18,0.5613864064216614
trustworthiness,trustworthy,ness,suffix,2.67,0.5618528723716736
unsurprising,surprising,un,prefix,2.69,0.5619983077049255
conservationist,conservation,ist,suffix,2.7,0.5626246333122253
enjoyable,enjoy,able,suffix,3.91,0.5630859136581421
toxicity,toxic,ity,suffix,3.58,0.5632324814796448
unevenly,evenly,un,prefix,2.66,0.5634058117866516
nutritionist,nutrition,ist,suffix,2.9,0.5634241700172424
inclusiveness,inclusive,ness,suffix,2.61,0.5640820860862732
misbehaving,behaving,mis,prefix,2.69,0.5642683506011963
unpleasant,pleasant,un,prefix,3.8,0.5645415186882019
unrecognizable,recognizable,un,prefix,2.76,0.5646291971206665
reappears,appears,re,prefix,2.71,0.5646640658378601
unsustainable,sustainable,un,prefix,3.15,0.5648632645606995
uncommon,common,un,prefix,3.87,0.5652258396148682
unappealing,appealing,un,prefix,2.61,0.5656366348266602
surrealism,surreal,ism,suffix,2.78,0.5656523704528809
intergovernmental,governmental,inter,prefix,3.1,0.5661870241165161
rebranding,branding,re,prefix,2.88,0.5666509866714478
essayist,essay,ist,suffix,2.66,0.5670876502990723
undetectable,detectable,un,prefix,2.83,0.5671485066413879
regain,gain,re,prefix,3.73,0.567216157913208
unfairness,fairness,un,prefix,2.81,0.5685132145881653
achievement,achieve,ment,suffix,4.36,0.5686553716659546
unwelcome,welcome,un,prefix,3.14,0.569025456905365
mishandled,handled,mis,prefix,2.51,0.5691081285476685
unpopularity,unpopular,ity,suffix,2.62,0.569738507270813
supportive,support,ive,suffix,4.05,0.5699180364608765
reconsideration,reconsider,ation,suffix,2.65,0.5699796080589294
solicitation,solicit,ation,suffix,3.17,0.5702375173568726
unproductive,productive,un,prefix,3.1,0.5702757239341736
envious,envy,ous,suffix,3.22,0.5709130167961121
mishandling,handling,mis,prefix,2.6,0.5710300803184509
misfortunes,fortunes,mis,prefix,2.78,0.5712042450904846
interdependent,dependent,inter,prefix,2.64,0.571895956993103
protective,protect,ive,suffix,4.13,0.5719714760780334
expectation,expect,ation,suffix,3.99,0.5721997618675232
deceitful,deceit,ful,suffix,2.97,0.5726471543312073
responsiveness,responsive,ness,suffix,3.04,0.5727475881576538
unequal,equal,un,prefix,3.3,0.5729009509086609
instrumentation,instrument,ation,suffix,3.46,0.5735796093940735
hopelessness,hopeless,ness,suffix,2.94,0.5738977193832397
exploitation,exploit,ation,suffix,3.84,0.5746940970420837
alcoholism,alcohol,ism,suffix,3.45,0.5751795768737793
rediscovering,discovering,re,prefix,2.64,0.575379490852356
misconduct,conduct,mis,prefix,3.66,0.5754064917564392
truthfulness,truthful,ness,suffix,2.59,0.5754733681678772
reconnect,connect,re,prefix,3.17,0.575782060623169
reprinted,printed,re,prefix,3.51,0.576124370098114
embodiment,embody,ment,suffix,3.31,0.5763057470321655
uncomfortable,comfortable,un,prefix,4.19,0.5763779878616333
engagement,engage,ment,suffix,4.31,0.5766280293464661
internship,intern,ship,suffix,3.61,0.5766344666481018
reconfigure,configure,re,prefix,2.57,0.5768918991088867
excessive,excess,ive,suffix,4.12,0.5770452618598938
reinsurance,insurance,re,prefix,2.82,0.5771998167037964
repackaged,packaged,re,prefix,2.6,0.5773028135299683
unenforceable,enforceable,un,prefix,2.71,0.5777580738067627
misunderstanding,understanding,mis,prefix,3.7,0.5779188275337219
overreaction,reaction,over,prefix,2.77,0.5780543684959412
renaming,naming,re,prefix,2.9,0.5781498551368713
overcrowding,crowding,over,prefix,3.05,0.5782657265663147
environmentalist,environmental,ist,suffix,2.92,0.5787200331687927
abandonment,abandon,ment,suffix,3.4,0.5798370242118835
practicality,practical,ity,suffix,2.96,0.5799313187599182
impartiality,impartial,ity,suffix,2.91,0.580064594745636
dealership,dealer,ship,suffix,3.42,0.5802556872367859
uncensored,censored,un,prefix,3.01,0.5803086161613464
disapproving,approving,dis,prefix,2.73,0.5804521441459656
happiness,happy,ness,suffix,4.44,0.5806547403335571
enforcement,enforce,ment,suffix,4.45,0.5812264084815979
stressful,stress,ful,suffix,3.88,0.5816389918327332
readiness,ready,ness,suffix,3.59,0.5820440649986267
multimedia,media,multi,prefix,3.56,0.5820909738540649
unbalanced,balanced,un,prefix,3.21,0.5828551650047302
righteousness,righteous,ness,suffix,3.48,0.5834088921546936
representation,represent,ation,suffix,4.34,0.583703339099884
untrained,trained,un,prefix,3.03,0.5837593078613281
stupidity,stupid,ity,suffix,3.66,0.583880603313446
misspelled,spelled,mis,prefix,2.99,0.5846437215805054
loneliness,lonely,ness,suffix,3.65,0.5848097801208496
misspelling,spelling,mis,prefix,2.54,0.5850792527198792
confidentiality,confidential,ity,suffix,3.45,0.5854452848434448
advertisement,advertise,ment,suffix,3.84,0.5856518149375916
enjoyment,enjoy,ment,suffix,3.81,0.5856556296348572
priesthood,priest,hood,suffix,3.3,0.5859162211418152
unfunny,funny,un,prefix,2.64,0.5861914157867432
disagrees,agrees,dis,prefix,3.25,0.5866895914077759
multidimensional,dimensional,multi,prefix,2.79,0.5867550373077393
verifiable,verify,able,suffix,2.94,0.5867580771446228
reconfigured,configured,re,prefix,2.61,0.5868404507637024
rechargeable,recharge,able,suffix,2.92,0.5869355797767639
implantation,implant,ation,suffix,3.01,0.5875759720802307
restlessness,restless,ness,suffix,2.8,0.5877669453620911
equality,equal,ity,suffix,4.26,0.5878391265869141
pretrial,trial,pre,prefix,2.72,0.5880749225616455
disobeying,obeying,dis,prefix,2.69,0.5881562829017639
unemployment,employment,un,prefix,4.22,0.5884448885917664
counterattack,attack,counter,prefix,2.88,0.5884654521942139
unmarried,married,un,prefix,3.47,0.5885416865348816
thickness,thick,ness,suffix,3.75,0.5889788866043091
unhappily,happily,un,prefix,2.56,0.5892728567123413
solemnity,solemn,ity,suffix,2.54,0.5893336534500122
immorality,immoral,ity,suffix,2.85,0.5894309878349304
competitiveness,competitive,ness,suffix,3.45,0.5895050168037415
unidentified,identified,un,prefix,3.61,0.5896710753440857
uneasiness,uneasy,ness,suffix,2.51,0.5896741151809692
unexplored,explored,un,prefix,2.88,0.5897946357727051
settlement,settle,ment,suffix,4.49,0.5899200439453125
ugliness,ugly,ness,suffix,2.98,0.5902366638183594
dishonest,honest,dis,prefix,3.52,0.5905694365501404
repayments,payments,re,prefix,2.97,0.5905859470367432
sexiness,sexy,ness,suffix,2.6,0.5908277034759521
unlawfully,lawfully,un,prefix,3.09,0.5908331871032715
reinterpretation,interpretation,re,prefix,2.51,0.5912078022956848
reassess,assess,re,prefix,2.8,0.5913291573524475
predominance,dominance,pre,prefix,2.55,0.5918700695037842
unclassified,classified,un,prefix,2.79,0.5920376181602478
veganism,vegan,ism,suffix,2.66,0.5920918583869934
forefathers,fathers,fore,prefix,2.92,0.5921827554702759
reimbursement,reimburse,ment,suffix,3.35,0.592277467250824
rewritten,written,re,prefix,3.19,0.5934870839118958
disassemble,assemble,dis,prefix,2.58,0.593640148639679
unworkable,workable,un,prefix,2.63,0.5938928127288818
reelection,election,re,prefix,3.32,0.5939682722091675
reconsidering,considering,re,prefix,2.68,0.5941405296325684
unlicensed,licensed,un,prefix,3.1,0.5942511558532715
restrictive,restrict,ive,suffix,3.54,0.5948111414909363
cuteness,cute,ness,suffix,2.88,0.595812976360321
sensuality,sensual,ity,suffix,2.82,0.5959745645523071
uneventful,eventful,un,prefix,2.91,0.5961308479309082
scholarship,scholar,ship,suffix,4.15,0.59637051820755
membership,member,ship,suffix,4.47,0.5972080826759338
libertarianism,libertarian,ism,suffix,2.62,0.5974656939506531
sorrowful,sorrow,ful,suffix,2.7,0.597483217716217
zealous,zeal,ous,suffix,2.99,0.5974893569946289
chairmanship,chairman,ship,suffix,2.98,0.5975968837738037
reinforcement,reinforce,ment,suffix,3.43,0.5979976058006287
doubtful,doubt,ful,suffix,3.52,0.59818035364151
weariness,weary,ness,suffix,2.63,0.5983664393424988
disrespect,respect,dis,prefix,3.63,0.5986125469207764
amendment,amend,ment,suffix,4.38,0.5987257957458496
nonviolent,violent,non,prefix,3.06,0.5987995862960815
weirdness,weird,ness,suffix,2.92,0.5991385579109192
reestablished,established,re,prefix,2.52,0.5993926525115967
untitled,titled,un,prefix,3.23,0.5999057292938232
symbolize,symbol,ize,suffix,3.04,0.5999556183815002
disapproval,approval,dis,prefix,3.28,0.6000129580497742
unmanned,manned,un,prefix,3.28,0.6000402569770813
unpaid,paid,un,prefix,3.73,0.6000474095344543
overcooked,cooked,over,prefix,2.67,0.6002532839775085
overeating,eating,over,prefix,2.69,0.6002666354179382
existentialism,existential,ism,suffix,2.59,0.6002917885780334
unstable,stable,un,prefix,3.87,0.6005297303199768
preferable,prefer,able,suffix,3.44,0.6010358929634094
reunification,unification,re,prefix,3.09,0.6011433601379395
overreact,react,over,prefix,2.82,0.6017245650291443
consultation,consult,ation,suffix,4.02,0.6017327308654785
preteen,teen,pre,prefix,2.53,0.6019300222396851
beautiful,beauty,ful,suffix,5.22,0.6028735041618347
smoothness,smooth,ness,suffix,2.85,0.6029107570648193
interconnected,connected,inter,prefix,3.25,0.6029725074768066
unhappiness,unhappy,ness,suffix,3.15,0.6031813025474548
recruitment,recruit,ment,suffix,4.0,0.6031862497329712
counterinsurgency,insurgency,counter,prefix,2.53,0.6035766005516052
unanswered,answered,un,prefix,3.31,0.6036011576652527
outflow,flow,out,prefix,3.01,0.6036871075630188
downward,down,ward,suffix,3.71,0.603903591632843
uninhabited,inhabited,un,prefix,3.01,0.6039443612098694
mountainous,mountain,ous,suffix,3.38,0.6047675013542175
slowness,slow,ness,suffix,2.62,0.6050878763198853
redefining,defining,re,prefix,2.95,0.6051657199859619
condemnation,condemn,ation,suffix,3.52,0.6054412126541138
disgraceful,disgrace,ful,suffix,3.33,0.6056612730026245
politeness,polite,ness,suffix,2.93,0.6061294674873352
empowerment,empower,ment,suffix,3.54,0.6061966419219971
overpriced,priced,over,prefix,3.12,0.6063709259033203
unconstitutional,constitutional,un,prefix,3.65,0.6063797473907471
drunkenness,drunken,ness,suffix,2.89,0.6064329743385315
ornamentation,ornament,ation,suffix,2.77,0.6064373254776001
premiership,premier,ship,suffix,3.61,0.606737494468689
misdiagnosed,diagnosed,mis,prefix,2.55,0.6068115234375
affordable,afford,able,suffix,4.22,0.6074714660644531
apprenticeship,apprentice,ship,suffix,3.47,0.6077313423156738
punishment,punish,ment,suffix,4.34,0.6079591512680054
unregulated,regulated,un,prefix,3.07,0.6084269881248474
redesign,design,re,prefix,3.42,0.6090158820152283
secessionist,secession,ist,suffix,2.59,0.6091818809509277
disapprove,approve,dis,prefix,3.12,0.6095600724220276
reinvent,invent,re,prefix,3.06,0.6096146106719971
reassembled,assembled,re,prefix,2.63,0.6097036004066467
unconvinced,convinced,un,prefix,2.62,0.6105937361717224
incitement,incite,ment,suffix,2.86,0.6108272075653076
enforceable,enforce,able,suffix,3.02,0.6112982630729675
dissatisfied,satisfied,dis,prefix,3.31,0.6113017797470093
disadvantage,advantage,dis,prefix,3.71,0.6114855408668518
supervillain,villain,super,prefix,2.53,0.6118693947792053
unhelpful,helpful,un,prefix,2.99,0.6119114756584167
transatlantic,atlantic,trans,prefix,3.2,0.6122549176216125
consideration,consider,ation,suffix,4.28,0.6124421954154968
irrationality,irrational,ity,suffix,2.55,0.6124426126480103
spirituality,spiritual,ity,suffix,3.55,0.612608790397644
reopens,opens,re,prefix,2.59,0.6128640174865723
humidity,humid,ity,suffix,3.83,0.6129570603370667
undisciplined,disciplined,un,prefix,2.65,0.6134698390960693
uncivilized,civilized,un,prefix,2.61,0.6141746640205383
instinctive,instinct,ive,suffix,3.04,0.6143423914909363
misinterpretation,interpretation,mis,prefix,2.68,0.6143997311592102
identifiable,identify,able,suffix,3.37,0.61477130651474
causality,causal,ity,suffix,2.92,0.6147904396057129
unofficially,officially,un,prefix,2.94,0.6154566407203674
nonpartisan,partisan,non,prefix,2.91,0.6156954169273376
superstar,star,super,prefix,3.83,0.6159781217575073
detectable,detect,able,suffix,3.04,0.6162141561508179
unusable,usable,un,prefix,2.97,0.6167550086975098
unsatisfying,satisfying,un,prefix,2.57,0.6170613169670105
unhappy,happy,un,prefix,4.06,0.6173338890075684
seriousness,serious,ness,suffix,3.56,0.6173855662345886
quantifiable,quantify,able,suffix,2.65,0.6174424290657043
experimentation,experiment,ation,suffix,3.47,0.6174808740615845
adaptable,adapt,able,suffix,3.12,0.6175471544265747
unavailable,available,un,prefix,3.63,0.6176374554634094
unoccupied,occupied,un,prefix,2.93,0.6177881360054016
undeserved,deserved,un,prefix,2.69,0.6185311675071716
rudeness,rude,ness,suffix,2.91,0.6186081171035767
unreasonable,reasonable,un,prefix,3.75,0.6188178658485413
thoughtfulness,thoughtful,ness,suffix,2.55,0.6188445091247559
enrollment,enroll,ment,suffix,3.92,0.6190054416656494
painful,pain,ful,suffix,4.32,0.6194755434989929
retrial,trial,re,prefix,2.7,0.619726836681366
reinstalled,installed,re,prefix,2.54,0.6201668381690979
unproven,proven,un,prefix,2.95,0.6203358769416809
rationality,rational,ity,suffix,3.1,0.6209609508514404
peculiarity,peculiar,ity,suffix,2.5,0.6211726665496826
regretful,regret,ful,suffix,2.55,0.6212035417556763
sectarianism,sectarian,ism,suffix,2.57,0.6214208602905273
cartoonist,cartoon,ist,suffix,3.07,0.6228035688400269
harmful,harm,ful,suffix,3.97,0.622913122177124
reaffirmed,affirmed,re,prefix,3.12,0.6230724453926086
toughness,tough,ness,suffix,3.31,0.6231094002723694
rigidity,rigid,ity,suffix,2.99,0.6234301328659058
vegetarianism,vegetarian,ism,suffix,2.6,0.623492956161499
untrustworthy,trustworthy,un,prefix,2.83,0.6238417625427246
uniqueness,unique,ness,suffix,3.21,0.6239601969718933
endorsement,endorse,ment,suffix,3.75,0.6241208910942078
liberalism,liberal,ism,suffix,3.5,0.6242733001708984
harshness,harsh,ness,suffix,2.65,0.6243680119514465
uninsured,insured,un,prefix,3.23,0.6247247457504272
glorious,glory,ous,suffix,4.08,0.6260018944740295
superheroes,heroes,super,prefix,3.4,0.6263157725334167
reassured,assured,re,prefix,3.11,0.6265370845794678
repainted,painted,re,prefix,2.7,0.6267292499542236
intercollegiate,collegiate,inter,prefix,2.64,0.6269095540046692
disobey,obey,dis,prefix,2.83,0.6273866891860962
fulfilment,fulfil,ment,suffix,2.97,0.6274415850639343
resell,sell,re,prefix,2.93,0.6277113556861877
